# features	PSMA264U	HSM67VD2	HSMA33OT	HSM6XRVK	CSM79HI3	PSM7J182	MSM6J2RS	CSM79HP4	CSM67UGO	MSM9VZMI	ESM5ME9U	PSM7J154
1.1.1.276	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.28	0.8852937973156303	0.36588225150139725	13.617219783509778	0.14860192175234432	1.2515236112939008	3.0022005859238283	0.0	2.986517107686175	2.598517040825776	2.54290904811233	2.289487187396296	8.185887514157033
1.1.1.281	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	0.0
1.1.1.282	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.283	NaN	0.0	NaN	0.0	0.0	0.0	NaN	NaN	NaN	0.0	0.0	NaN
1.1.1.284	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	NaN	0.0	NaN	NaN
1.1.1.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN
1.1.1.29	0.0	0.0	Inf	0.0	0.14150931400803446	0.0	0.0	NaN	0.6656652117516859	0.0	2.7058264198030533	7.144959062831781
1.1.1.290	0.42783144873667484	1.1010611926644036	0.390652853910554	0.47475326631570364	0.0	0.33801575952107876	1.6678732367986278	1.1717067132370718	2.1340128830357763	0.7380665018549348	0.26532547666440337	0.9092593256745733
1.1.1.291	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.292	0.22273606892347023	1.2843520450271704	0.0	0.27465945610196885	0.5146270720402216	0.0	0.0	0.5674378353130433	0.24289172533583206	0.0	0.0	0.0
1.1.1.298	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	0.0	NaN	NaN
1.1.1.3	0.271159020606302	2.2621762019702074	0.2434642829448519	0.42040627619872356	0.22945183148837045	0.11746491615279474	0.0	0.37623015996202575	0.22477178028149764	0.04830751116430087	0.0	0.0
1.1.1.30	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.301	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.302	NaN	NaN	NaN	NaN	1.456944138219768	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.304	0.0	NaN	NaN	NaN	0.0	NaN	NaN	0.0	NaN	NaN	NaN	NaN
1.1.1.305	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.31	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	0.0	0.0	NaN
1.1.1.325	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.336	NaN	0.0	0.3286339457107526	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8564004899041464
1.1.1.339	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.346	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.35	6.122107059815398	20.787144988585474	5.989343156388094	11.262883526590903	0.12024591485653786	5.7726981159886845	0.0	0.6419637964682617	1.3389459770663976	0.0	1.1232267654378971	3.4562104041526256
1.1.1.350	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.355	0.0	0.0	NaN	NaN	0.0	NaN	0.0	0.0	NaN	0.0	0.0	0.0
1.1.1.36	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN
1.1.1.369	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	NaN	NaN	0.0	NaN
1.1.1.37	2.1866995139450056	4.743924652125407	0.9677794388796213	5.34874571604621	5.193954919810871	6.27350426717602	10.293066629135295	4.419439766284538	9.98451545929434	3.778023324544993	1.2424610998393104	4.6063551405251575
1.1.1.370	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.373	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.38	0.0	NaN	Inf	0.0	0.5574951044035137	7.47956787833277	NaN	0.0	NaN	4.618906179645702	NaN	NaN
1.1.1.381	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	0.0	NaN	NaN
1.1.1.392	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.393	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.395	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.399	4.642338903777077	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.4	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.40	2.440221891004153	0.2187208661860975	0.24197328554250014	1.283087387663326	0.4918099998819321	0.48080613102893477	5.821392236115943	0.736364109671161	0.6787781894149574	1.6387986701783768	0.09264938661054431	0.46190481824932467
1.1.1.405	NaN	0.0	NaN	0.0	NaN	NaN	NaN	0.0	0.0	NaN	0.0	0.0
1.1.1.408	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.41	0.0	NaN	NaN	0.0	NaN	NaN	NaN	Inf	NaN	NaN	0.0	NaN
1.1.1.411	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.42	0.4977199482792438	1.0597131282834116	4.0533435259828465	0.5479817404424236	0.8717338166427068	0.7495142658629446	0.30978669718566854	0.387184874828695	0.26682984689132244	2.596596416364309	3.646758032747654	1.2769152322820438
1.1.1.44	1.1908035651728868	1.1355417481178787	10.654127447686385	7.374076535953328	0.0	3.4418006494009705	0.0	1.5686715979447383	8.499121564055432	2.9024752662571607	18.093360662928205	12.300748635778387
1.1.1.46	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.47	0.0	NaN	Inf	NaN	0.0	0.0	NaN	NaN	NaN	0.0	NaN	NaN
1.1.1.49	0.4554378682891812	0.5444018720753697	8.550671273253633	4.455084271625896	0.1447386071516979	0.0	0.0	4.683916854658035	1.0965674934790346	18.79215707754853	3.55028859678929	2.6927118444559928
1.1.1.50	0.0	NaN	NaN	0.0	0.24000443750889203	0.0	NaN	0.0	0.0	NaN	0.0	NaN
1.1.1.51	NaN	10.414743403310293	NaN	NaN	0.0	0.0	NaN	3.914679542250877	NaN	NaN	NaN	NaN
1.1.1.56	NaN	NaN	NaN	NaN	1.8389558095374439	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.57	0.9097961793752403	0.0	0.1002593359419967	1.7216894202177275	0.0	0.5704520406698748	0.0	0.605644143102526	0.0	0.0	0.0	1.695944664936057
1.1.1.58	1.0896301964031057	0.0	0.2911475111708731	2.7729054262965627	0.0	0.5614907919455355	0.0	1.3804948712659002	0.4910504343157418	0.8458934470884972	0.3033441535963987	0.9111986752820231
1.1.1.6	0.0	0.0	NaN	0.4389010399432828	7.764615139593381	5.133222267748454	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.60	4.242318552895748	0.0	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0
1.1.1.61	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN	0.0	0.0	0.0	NaN
1.1.1.64	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN
1.1.1.65	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.69	3.2515413885306788	0.0	0.3120466879439657	4.265958097608624	0.21269239982542054	0.4940622031690512	0.0	0.11446778553655988	0.0	0.0	0.8678138451478725	2.054366996266823
1.1.1.77	1.4007958354107881	0.0	0.0954280789340539	4.80577806891159	0.6688399331198427	1.0953571224350764	0.0	0.7034536672470258	0.20256929734133663	0.32869152212052016	0.473046550347659	1.6753659993233327
1.1.1.79	0.0	NaN	NaN	0.0	0.0	1.8473095373976647	NaN	NaN	0.0	31.63330824317524	0.0	NaN
1.1.1.8	NaN	NaN	NaN	NaN	0.5087934925202298	313.02267006890867	NaN	NaN	NaN	72.66837718837454	NaN	NaN
1.1.1.81	NaN	NaN	0.26061028961433097	1.6310392061409957	0.0	0.0	NaN	0.0	NaN	NaN	0.0	0.0
1.1.1.83	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.85	0.9936817031180134	0.4131893664649429	0.12200756255901153	0.9285899580942137	0.2782319191210648	0.1505687059572936	0.4216586927237446	0.7794651157955912	1.0870194765299253	0.5829522179586166	0.0	0.432752759860614
1.1.1.86	7.771619456943586	0.6561426070259884	0.554311705821877	2.135464839724749	1.5510746992717175	1.3921099499048089	10.405178767555244	1.8069787363326613	0.7472706150760985	0.6599746092430282	0.6502044616789113	1.3141521302694084
1.1.1.88	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.9	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.90	0.0	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.91	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.93	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.1.1.94	1.2763713143658737	0.7408033623002613	0.7359720059435947	0.775683052935901	0.5410193898303579	1.4795238821635996	0.6424265112427829	0.6808692586985005	4.979977493202004	2.3029181410332322	0.5204855670481264	1.372438692351959
1.1.1.95	2.0737437936348186	7.250488851127297	3.5730797903381073	2.5222425742916617	0.39507236890491154	3.7459799058642425	15.228120820799537	3.0491716043323365	4.896716022743318	2.8543162173583596	0.2796191634935681	4.945872983592663
1.1.2.3	0.0	0.0	NaN	NaN	0.0	0.0	NaN	NaN	NaN	0.0	0.0	NaN
1.1.3.15	0.0	0.0	Inf	0.18341792608913188	5.033788975466921	0.0	0.0	0.0	0.0	0.0	0.0	NaN
1.1.3.21	NaN	NaN	NaN	NaN	0.8146671388243714	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.5.12	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.1.5.2	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	0.0	NaN	NaN
1.1.5.3	1.3915846476046065	0.0	1.7987140842194855	0.6071000028824847	0.0	0.0	0.0	1.5337038043560245	2.927170865515384	0.0	0.0	0.0
1.1.5.4	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	0.0	NaN	NaN
1.1.5.8	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.98.6	0.0	NaN	NaN	NaN	0.7095724155661411	6.636500511688376	NaN	NaN	NaN	NaN	NaN	NaN
1.1.99.1	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	0.0	NaN	NaN
1.1.99.14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN
1.1.99.2	NaN	NaN	NaN	NaN	18.760211711717467	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.99.28	9.290408037577345	10.291643782461145	6.388552717993448	5.597235692865561	11.574239980036626	0.0	0.0	8.280076823276108	0.0	0.0	0.0	0.0
1.1.99.3	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.1.99.30	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.1.99.38	NaN	NaN	NaN	0.0	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.10.2.2	NaN	NaN	NaN	NaN	2.0006332711705603	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.10.3.10	2.348583824725502	2.1330210693437746	2.604413447987381	4.958958266070657	0.0	NaN	0.0	0.9003464666518571	2.8952441720580193	1.5945742319727914	22.582081385383134	2.6516088132234112
1.10.3.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN	Inf	Inf
1.10.9.1	NaN	0.0	NaN	4.957552076684837	0.0	0.3004885234587973	NaN	NaN	NaN	NaN	0.0	0.0
1.11.1.1	6.550321289243015	2.646352909574483	5.419689430184733	3.8845376229304986	4.470464229580358	3.8421580682700327	5.243284505127919	3.2916121595446555	3.977335583173851	12.45385024366297	3.574026918408063	11.039620925780852
1.11.1.10	0.0	NaN	NaN	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	NaN
1.11.1.15	1.9820158428336767	1.8532512146873683	10.914152504924601	3.1402601631409834	1.2761813271115199	13.110824458211734	3.0157776545952895	3.8738423416632544	6.8591075276474225	5.981940805058123	22.007847814599238	6.903423244268191
1.11.1.18	0.0	0.0	NaN	0.15488243661515164	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0
1.11.1.21	NaN	NaN	Inf	NaN	2.910960434818413	140.16280510880247	NaN	NaN	NaN	1318.8308389446079	NaN	NaN
1.11.1.5	1.3544270710741937	0.0	0.0	NaN	0.0	32.30584720245342	0.0	0.0	NaN	0.0	0.0	0.0
1.11.1.6	1.5711426648564024	1.00673339264151	15.785699875914641	1.0180523956567071	0.45331853631782176	12.51293213734311	0.0	1.1498904941222656	4.374539507186932	3.8342623186519043	2.6647190323674197	2.060910692211365
1.11.1.7	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.11.1.9	NaN	0.0	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.11.2.3	NaN	NaN	NaN	NaN	Inf	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.12.1.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN
1.12.1.3	0.0	0.0	NaN	0.0	2.863827103966934	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.12.5.1	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.12.7.2	0.45045275471911933	0.09207249430105724	0.24127206399488738	0.09473641641323845	0.6856181827580201	0.745283166398758	0.0	0.06554455013069374	1.010991487174901	0.6356427752201113	0.7569657115141027	0.2400621648240501
1.12.99.6	1.1639255233227668	0.5828318813501362	2.640569458903657	0.0	0.7948892696960181	8.014443790643249	0.0	0.0	0.0	8.362956903781205	0.0	0.0
1.13.11.1	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.13.11.15	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	0.0	NaN	NaN
1.13.11.16	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN
1.13.11.24	0.9525091354129509	0.5273993903175765	11.548303559406959	0.0	0.10931963919396283	0.0	0.0	0.6951301253112021	1.149457477869798	0.37554297765849304	1.8910978314008684	6.767566148444958
1.13.11.27	0.0	NaN	NaN	NaN	0.0	0.0	NaN	NaN	0.0	NaN	NaN	NaN
1.13.11.29	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.13.11.3	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.13.11.39	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.13.11.4	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.13.11.53	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.13.11.54	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.13.11.74	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.13.11.8	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.13.12.16	0.25757768405663367	1.3582677486893768	0.5855879918932587	2.288148638194903	0.3215997521153897	0.16321831193397354	0.0	1.2087089767576016	0.3165323437299542	2.8671148617711917	0.9312249735676853	1.4486198537383739
1.13.12.19	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.13.12.4	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.14.11.17	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	0.0	NaN	NaN
1.14.11.33	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	NaN	NaN	NaN
1.14.11.47	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN
1.14.12.1	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.14.12.10	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.14.12.13	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.14.12.17	NaN	NaN	NaN	NaN	0.0	0.0	NaN	NaN	NaN	0.0	NaN	NaN
1.14.12.18	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.14.12.19	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN
1.14.12.7	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.14.13.1	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.14.13.107	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN
1.14.13.113	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.14.13.114	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.14.13.127	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN
1.14.13.149	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.14.13.2	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.14.13.239	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	0.0	NaN	NaN
1.14.13.24	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.14.13.48	0.0	NaN	NaN	NaN	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN
1.14.13.49	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.14.13.59	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN
1.14.13.81	0.0	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN
1.14.13.82	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
