# taxonomy 	A001_0_h_CD_1_DKDL210010878-1a-N702-N503_HNWKKDSX2_L3_taxonomic_profile	A002_2XSw_0_h_C_DKDL210010878-1a-N701-N504_HNWKKDSX2_L3_taxonomic_profile	A004_2XSw_0_h_C_DKDL210010878-1a-N703-N504_HNWKKDSX2_L3_taxonomic_profile	A005_2XSw_0_h_CD_DKDL210010878-1a-N705-N503_HNWKKDSX2_L3_taxonomic_profile	A006_2XSw_0_h_C_DKDL210010878-1a-N702-N504_HNWKKDSX2_L3_taxonomic_profile	A007_0_h_CD_1_DKDL210010878-1a-N703-N503_HNWKKDSX2_L3_taxonomic_profile	A011_0_h_CD_1_DKDL210010878-1a-N704-N503_HNWKKDSX2_L3_taxonomic_profile	A020_2XSw_0_h_CD_DKDL210010878-1a-N706-N503_HNWKKDSX2_L3_taxonomic_profile	Bacteriodes_Theta_DKDL210010878-1a-N703-N502_HNWKKDSX2_L3_taxonomic_profile	C1_A301_Stool_0h_DKDL210010878-1a-N704-N504_HNWKKDSX2_L3_taxonomic_profile	C2_A304_stool_DKDL210010878-1a-N705-N504_HNWKKDSX2_L3_taxonomic_profile	G95_027_3_5_M_Hs6_DKDL210010878-1a-N701-N503_HNWKKDSX2_L3_taxonomic_profile	G95_027_3_5_vs_10_DKDL210010878-1a-N706-N504_HNWKKDSX2_L3_taxonomic_profile	G_027_3_14_0119_1_DKDL210010878-1a-N705-N502_HNWKKDSX2_L3_taxonomic_profile	G_029_3_16_0119_1_DKDL210010878-1a-N706-N502_HNWKKDSX2_L3_taxonomic_profile	S1_Bacteriodes_F_DKDL210010878-1a-N705-AK394_HNWKKDSX2_L3_taxonomic_profile	S2_C_41569860_P1_DKDL210010878-1a-N701-N502_HNWKKDSX2_L3_taxonomic_profile	S3_309_0h_DKDL210010878-1a-N701-AK394_HNWKKDSX2_L3_taxonomic_profile	S5_363_0h_DKDL210010878-1a-N703-AK394_HNWKKDSX2_L3_taxonomic_profile	S6_363_24h_DKDL210010878-1a-N704-AK394_HNWKKDSX2_L3_taxonomic_profile	S6_C_41671867_DKDL210010878-1a-N702-N502_HNWKKDSX2_L3_taxonomic_profile	Vilionela_DKDL210010878-1a-N704-N502_HNWKKDSX2_L3_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.1295	0.08938	0.0252	21.24355	0.026	15.73124	76.8489	4.01529	0.00643	0.08471	1.5369	46.11002	38.0109	44.04934	5.13354	0.01602	8.06164	0.38535	0.003	0.0078	99.83045	0.02475
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0	0.01371	0	0.22193	0.01001	0	0	0	0	0	2.74658	0.02066	0.00892	0.01597	0.00471	0	0.36671	0.06239	3.74445	2.43411	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0	0.0335	0.00265	0	0.30464	0.0036	0	0.01652	0	0.08546	0.84188	0.00111	0	0	0	0	0.00241	0.12666	0.01566	0.01402	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	17.15829	2.32555	10.08084	0.22075	4.24365	16.34025	0.00148	0	0	5.91556	1.51656	0.00062	0	0	0	0	0.00357	4.75916	3.61451	2.18614	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.34195	0.03489	0.05978	12.20897	0.57168	0.05808	9.03432	1.05483	0	0.0062	0.32997	0.0047	0.00651	0.00809	0.51101	0	0.0388	0.06926	0.02592	0.04483	0	0.00207
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.12595	0	0.00174	12.37721	0.00561	0.3818	13.58313	0.61645	0	0.01448	0.00229	0.19195	0.15077	0.21712	0.70396	0	0	0.10129	0.01998	0.00198	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	0.04688	0	0.01353	0	0	0.00653	0	0	0	0	0	0	0	0	0	0	0	0.11469	0.00668	0.01684	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.24005	0.83501	0.01085	0	0.21008	0.01609	0	0	0	0.03969	0.21664	0.23859	0	0	0	0	80.62784	0.39217	0.16214	0.14898	0	0.00022
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1.08024	0.03975	2.38804	3.61686	2.26715	0.11135	0	0	0	0.13529	0.29516	0.21473	0.18158	0.23672	0.19936	0	0	0.12521	0.10505	0.11171	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	3.89107	16.6733	21.88104	4.81973	40.24316	4.1115	0.01026	4.3368	0.00713	8.34434	26.71703	7.53994	8.3814	6.3571	4.56991	0.02251	0.29415	17.93436	20.02043	19.82315	0	0.00041
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	47.21829	52.88213	41.08073	22.24801	26.69826	21.20098	0.07879	32.44243	0.0244	41.31427	23.26292	0.05994	0.03589	0.03676	27.51286	0.00935	2.79325	26.20199	17.3995	15.95754	0.03976	0.00757
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0	0	0	0	0.0009	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0	1.11534	0.58072	0	0.47498	0	0	0	0	4.89329	0.21792	0.00097	0	0.00043	0	0	0	2.95871	0.0722	0.05686	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	1.30625	0.68183	1.37131	0.15735	3.71721	1.85451	0	0.26164	0	2.8657	4.97352	0.08845	0.06709	0.06742	0.00058	0	0.3857	14.16395	8.93644	11.10402	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified	0.00792	0	0.01877	0	0.03988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0	21.28192	13.12263	0	1.97358	0	0	0.17535	0	1.24153	0.00094	0.0113	0.00788	0.00785	0.05495	0.00081	0	6.53026	0.02714	0.02452	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	18.17221	2.42015	4.40849	9.10445	8.00075	36.88687	0.08938	36.61171	99.83698	3.78733	26.35522	19.87616	22.50657	21.0623	11.95892	99.94881	4.59737	9.30857	30.06661	32.64664	0.02207	0.00913
