# Gene Family	A001_0_h_CD_1	A002_2XSw_0_h_C	A004_2XSw_0_h_C	A005_2XSw_0_h_CD	A006_2XSw_0_h_C	A007_0_h_CD_1	A011_0_h_CD_1	A020_2XSw_0_h_CD	A_302	A_311	A_312	A_413	A_416	A_419	A_422	A_423	A_425	A_455	BM	BS	C1_A301_Stool_0h	C2_A304_stool	CR	CS	CU_fresh	Coded	DA_fresh	HP	HY_fresh	LDC1	LDC6	LDC7	NE	S3_309_0h	S5_363_0h	SH_002	SH_007	SH_011	SH_012	SH_013	SH_014	SH_015	SH_016	SH_017	SH_021	SH_022	SH_023	SH_024	SH_025	SH_028	SH_029	SH_031	SH_032	SH_033	SH_034	SH_038	SH_039	SH_042	SH_043	SH_044	SH_045	SH_047	SH_050	SH_051	SH_053	SH_054	SH_055	SH_057	SH_058	SH_059	SH_060	SH_061	SH_062	SH_063	SH_064	SH_065	SH_066	SH_068	SH_069	SH_070	SH_071	SH_072	SH_073	SH_077	SH_078	SH_079	SH_080	SH_082	SH_083	SH_084	SH_085	SH_086	SH_087	SH_089	SH_090	SH_091	SH_093	SH_094	SH_095	SH_096	SH_097	SH_099	SH_100	SH_102	SH_103	SH_104	SH_105	SH_106	SH_107	SH_108	SH_109	SH_110	SH_111	SH_112	SH_113	SH_114	SH_117	SH_118	SH_119	SH_122	SH_123	SH_124	SH_125	SH_127	SH_129	SH_133	SH_134	SH_136	SH_137	SH_138	SH_141	SH_142	SH_143	SH_144	SH_146	SH_148	SH_149	SH_150	SH_151	SH_152	SH_153	SH_154	SH_160	SH_162	SH_164	SH_166	SH_179	SH_181	SH_189	SH_191	SH_193	SH_194	SH_195	SH_198	SH_199	SH_200	SH_201	SH_203	SH_204	SH_205	SH_206	SH_207	SH_208	SH_209	SH_210	SH_211	SH_212	SH_214	SH_215	SH_216	SH_217	SH_227	SH_228	SH_230	SH_231	SH_232	SH_234	SH_235	SH_236	SH_237	SH_238	SH_239	SH_240	SH_241	SH_242	SH_243	SH_245	SH_247	SH_248	SH_250	SH_251	SH_252	SH_253	SH_500	SH_501	SH_502	SH_503
3.1.26.3	0.00139608	0.00200697	0.00174292	0.000963412	0.00231143	0.00118525	0.000638634	0.00144145	0.00248134	0.00225881	0.00250553	0.00221348	0.00212016	0.00227798	0.00223759	0.00184476	0.00241596	0.00216881	0.00196413	0.00271279	0.00226519	0.00196566	0.00210349	0.00207955	0.0026082	0.00218939	0.00200801	0.00230115	0.00236947	0.00153487	0.00166144	0.00269785	0.00275548	0.00237364	0.00213877	0.00127432	0.00240196	0.00260307	0.0019927	0.00180418	0.00218192	0.00180322	0.00185496	0.00113687	0.0013327	0.00221681	0.00215536	0.00235459	0.00119806	0.00212408	0.0021508	0.00272558	0.00287098	0.00275617	0.00165192	0.00157223	0.00246638	0.00185605	0.00254463	0.00217522	0.00150171	0.0020661	0.00202415	0.00171562	0.000581903	0.00290994	0.00252438	0.00215901	0.00202679	0.00205901	0.00213532	0.00124772	0.00191198	0.00224846	0.00239296	0.00223967	0.00193571	0.00207842	0.00203576	0.00190619	0.00231648	0.0019122	0.00204058	0.00230057	0.00235087	0.0026672	0	0.00218698	0.00205554	0.00240296	0.00203955	0.00195361	0.002278	0.00225738	0.00190634	0.002009	0.00204384	0.0016782	0.00250342	0.00265655	0.00145957	0.00224371	0.00175855	0.00219744	0.00213792	0.00188416	0.0023014	0.00210776	0.00257944	0.00205769	0.00220729	0.00227593	0.00220625	0.00225367	0.00239886	0.00162551	0.00233621	0.00206541	0.0021163	0.000862809	0.0020479	0.00202288	0.00180653	0.00208852	0.00217588	0.00211836	0.00159563	0.0023054	0.00227536	0.00130538	0.00274187	0.00112478	0.00222646	0.00204172	0.00184216	0.0023647	0.0015236	0.00201194	0.00197161	0.00236288	0.00188753	0.00199485	0.0021752	0.00218609	0.00270368	0.00181355	0.0018819	0	0.00201647	0.00242183	0.00214295	0.00209479	0.00220362	0.00179744	0.0024695	0.00241033	0.00111423	0.00181549	0.00159289	0.00163172	0.00208125	0.00175561	0.00143396	0.00207613	0.00143533	0.00195833	0.00225987	0.00196523	0.00185909	0.00106891	0.00249443	0.00206967	0.00211484	0.00196871	0.00198888	0.00191412	0.00196973	0.00243557	0.00222258	0.0018558	0.00207543	0.00168877	0.00239085	0.00189335	0.00239267	0.00257743	0.00192971	0.0018681	0.00191921	0.0014851	0	0.00242175	0.00200254	0.00236581	0.00233441	0.00162013	0.00207612
3.1.26.4	0.00248325	0.00319427	0.00311442	0.00232099	0.00426402	0.00206244	0.00126216	0.00270129	0.00413387	0.00472898	0.00455189	0.00389065	0.00434528	0.00427726	0.00283253	0.00416667	0.00522079	0.00403792	0.00329233	0.00489275	0.00395354	0.00321104	0.0035811	0.00339593	0.00362099	0.00341946	0.00319882	0.00347797	0.00435213	0.00305989	0.00247296	0.00368226	0.00514586	0.0043768	0.00370657	0.00232525	0.00379028	0.00567634	0.0034741	0.0028235	0.00368048	0.00302553	0.00314681	0.00209836	0.00212366	0.00331812	0.00453564	0.00390154	0.00184416	0.00315876	0.0042018	0.00376678	0.00452243	0.00394105	0.0027124	0.00234031	0.00405175	0.00325943	0.004024	0.00405506	0.00212498	0.00367025	0.00389758	0.00238519	0.00116664	0.00483291	0.00363089	0.00307346	0.00322179	0.00276944	0.00307823	0.00195754	0.00221175	0.00301939	0.00355599	0.00328152	0.0038707	0.00325942	0.00382966	0.00192243	0.00415907	0.00299003	0.00297685	0.00430221	0.0044419	0.00484394	0	0.00388077	0.00327739	0.00343221	0.0033262	0.00323801	0.0040107	0.00414152	0.00286234	0.00331615	0.00317973	0.0032117	0.00446807	0.00493664	0.00401051	0.00397629	0.0027015	0.00322224	0.00354621	0.00276982	0.00345404	0.00408	0.00511138	0.00309336	0.00362603	0.00292029	0.00358588	0.00295496	0.00375383	0.00227515	0.00371421	0.00335497	0.00349933	0.00194829	0.00286082	0.00313301	0.00308114	0.00320223	0.00386827	0.00320167	0.00263087	0.00370056	0.00433653	0.00246951	0.00428642	0.00184476	0.00381925	0.00357231	0.00275284	0.00493351	0.00274598	0.00283748	0.00335551	0.00374563	0.00327626	0.00334434	0.00305651	0.00357013	0.00427521	0.00298197	0.00276878	0	0.00317821	0.00462101	0.0025504	0.00414849	0.00373618	0.00313882	0.00484931	0.00518147	0.00186622	0.00250485	0.0025762	0.00329054	0.00359763	0.00318982	0.0020155	0.00387143	0.00278712	0.00311955	0.00391211	0.00292557	0.00309484	0.00187188	0.00440343	0.00295697	0.00458324	0.00298146	0.00293754	0.00280843	0.00367176	0.004309	0.00423294	0.00325714	0.00351888	0.00300077	0.00471553	0.00297459	0.00350819	0.00465755	0.00259888	0.00321148	0.00298229	0.00298444	0	0.00436368	0.0035433	0.00371218	0.00430802	0.00263956	0.00306251
3.1.26.5	0.0018934	0.00273753	0.00230653	0.00126446	0.00272473	0.00141824	0.000691692	0.00238914	0.00247035	0.00276164	0.0027187	0.00250771	0.00247292	0.00245822	0.00274315	0.00218915	0.00270287	0.00264476	0.00227449	0.00286899	0.00236597	0.00201392	0.00237652	0.00228192	0.00290268	0.00225175	0.00228269	0.00242774	0.00239688	0.00212359	0.00188405	0.00332546	0.00292139	0.00282786	0.00221291	0.0013829	0.00238865	0.00319361	0.00210481	0.00208108	0.0021908	0.00201021	0.0021948	0.00121967	0.00114329	0.00233551	0.00253853	0.00244288	0.00114118	0.00226608	0.00239492	0.00247404	0.00225138	0.00210596	0.00182714	0.00162635	0.00253744	0.00203622	0.00259999	0.00220679	0.00151091	0.00209422	0.00222858	0.00177015	0.000530635	0.00228753	0.00236452	0.00218067	0.00227563	0.00236603	0.00203315	0.00146153	0.00177219	0.00168368	0.00319705	0.00234046	0.00210523	0.00184265	0.00215703	0.00163203	0.00254264	0.00150144	0.00198091	0.00203604	0.00287544	0.00237377	0	0.00259807	0.00224677	0.00248996	0.00241848	0.0022652	0.00247025	0.00291119	0.00209495	0.00250599	0.00274116	0.00167261	0.00269225	0.00277309	0.00235656	0.00227278	0.00182278	0.00227092	0.00213619	0.00239454	0.00191767	0.00222461	0.00286618	0.00203145	0.00238015	0.00192587	0.00317144	0.00205647	0.00245399	0.00166509	0.00207329	0.00187055	0.00210197	0.00312191	0.00175278	0.00191554	0.00161139	0.00233175	0.00271672	0.00233119	0.00190284	0.00280089	0.00243421	0.00195572	0.0023454	0.00104573	0.00210658	0.00305212	0.00189735	0.00251903	0.00192421	0.00159696	0.00182378	0.0026427	0.00210668	0.00203458	0.00187768	0.00215048	0.00247155	0.00153877	0.00258794	0.0196428	0.00235813	0.00274508	0.00196055	0.00284288	0.00243287	0.00199492	0.00216789	0.00301044	0.00125454	0.00169521	0.00177121	0.0021215	0.00229129	0.00198509	0.0015211	0.00252892	0.00124355	0.00217849	0.00266488	0.00240071	0.00202137	0.00103079	0.00255077	0.00219393	0.00231379	0.00274582	0.0019043	0.00230504	0.00242967	0.00272662	0.00274588	0.00224178	0.00248581	0.00196511	0.00245703	0.00177618	0.00288921	0.0025872	0.00200038	0.0023528	0.00223106	0.00193217	0	0.00264121	0.00206935	0.00243164	0.00256994	0.00156307	0.00213274
3.1.26.8	0.00016957	0.000133614	0.00017072	0.000535486	0.000174496	6.86648e-05	0.00033498	0.000423497	0.000164621	0.000157745	0.000174706	7.95473e-05	0.000122276	5.06713e-05	0.000107167	0.00011683	0.000137657	0.000351519	0.000141043	0.000109149	0.000356975	8.03884e-05	0.00027719	0.000229117	0.000132614	7.25561e-05	0.000282888	0.000296128	0.000322003	0.000437258	3.3397e-05	0.00033234	9.33169e-05	8.37638e-05	5.61763e-05	8.17883e-05	0.000323473	0.000136391	6.14326e-05	0.000162261	0.000196061	0.000124336	4.68991e-05	5.92297e-05	2.46766e-05	8.03981e-05	0.000233464	6.50537e-05	0	7.81303e-05	8.94114e-05	5.72487e-05	0.000347691	0.000219384	3.51192e-05	3.37998e-05	5.53053e-05	5.5574e-05	0.000200355	0.000113868	6.94637e-05	2.38388e-05	0.000239226	8.28852e-05	3.13302e-06	7.63412e-05	8.84317e-05	8.63459e-05	8.97975e-05	1.79853e-05	3.51899e-05	1.3526e-05	5.22171e-05	3.15209e-05	0.000153362	5.81752e-05	9.47289e-05	5.32883e-05	8.88314e-05	6.66816e-05	6.37311e-05	0.000196808	6.95403e-05	6.97623e-05	2.8859e-05	4.72624e-05	0	4.69481e-05	5.79261e-05	3.88008e-05	0.000183629	0.000141042	3.19079e-05	0.000565232	0	0.000108801	1.06985e-05	2.4185e-05	8.95427e-05	1.2925e-05	0.000129912	2.63801e-05	1.6726e-05	0.000109197	0.000249769	8.82636e-05	0.000352038	0.000125103	5.5917e-05	5.6464e-05	5.44585e-05	5.96841e-05	0.000254437	2.5924e-05	0.000296691	3.80542e-05	7.83586e-05	6.76378e-05	6.48942e-05	0	6.44286e-05	0.000117305	4.02082e-05	6.68201e-05	6.76305e-05	0.000121651	8.86673e-05	0.000300104	5.50983e-05	7.85922e-06	7.51352e-05	1.36013e-05	0.000137236	0.000618538	3.34731e-05	1.70474e-05	0.000129526	3.69202e-05	0.000105116	4.72128e-05	7.43102e-05	0.000132976	0	0.000156613	9.16833e-05	3.72238e-05	0.000336114	0	6.72663e-05	0.000194432	0	0.000119978	0.000106834	4.35682e-05	8.97097e-05	0.000152036	0.000206768	4.81073e-05	0.000131212	0.000298713	0.000191362	0.000100257	7.45677e-05	0.000251872	3.48834e-05	8.1675e-05	0.000196766	0.000111838	0.000226416	0.000197553	6.38008e-05	0.00011457	0.000154558	0.000135651	6.77406e-05	0.000484903	4.48727e-05	7.05731e-05	0.000303506	7.23817e-05	4.80211e-05	7.41557e-05	0.000118554	5.48115e-05	0.000189169	0.000125389	2.63169e-05	0.000141357	6.04898e-05	5.79568e-05	0	0.000116336	0.000504203	6.75025e-05	0.00012893	4.8341e-05	0.000253319
3.1.27.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82012e-05	0	0	0	0	0	0	1.81043e-06	0	0	0	1.44366e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.27.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61524e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81998e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38519e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92801e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.27.3	0	0	0	0	0	0	0	0	0	0	1.00411e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.27.6	0	0	2.14798e-05	0.000266717	1.08997e-05	0.000202154	0.00042887	4.02884e-05	1.677e-05	0	4.33108e-06	0	0	0	0	0.000105945	0	0	0	0	1.26512e-06	2.95318e-05	0	0	7.22788e-06	1.95495e-06	1.29865e-06	9.32507e-06	0	0	0.000129599	2.06262e-05	1.68244e-06	1.1878e-06	0	0.000339628	2.4712e-06	0	1.84991e-05	1.42113e-06	3.15855e-05	1.32939e-05	9.84635e-06	0	0.000444225	0	1.27311e-05	1.73711e-05	0.000344641	0	0	0	0	3.06998e-06	0.00015089	6.73372e-05	0	6.92663e-05	0	6.94903e-06	0.000161172	6.55771e-05	1.51744e-05	2.31908e-05	0.000532516	0	0	5.07576e-06	9.51011e-06	0	0	0.000259768	0	6.92352e-06	1.66569e-06	0	0	4.80783e-05	2.25367e-06	0	0	0.000123072	2.92051e-05	0	1.30539e-05	1.68332e-05	0	0	4.37877e-06	0	1.22004e-06	2.25115e-05	1.40795e-05	3.91814e-06	0	0	1.07374e-05	6.2859e-05	0	0	0	0	3.40138e-05	1.59867e-06	1.58826e-05	0	0	0	0	4.95051e-06	0	0	0	4.08573e-05	1.41711e-05	5.78212e-05	4.80749e-05	2.26403e-05	2.42717e-06	0	0	2.72715e-06	0.000114794	0	2.72759e-06	2.22234e-05	0.000277403	2.55178e-07	7.42553e-06	9.23373e-07	2.41211e-06	0.000312212	4.83102e-05	3.12431e-05	9.26507e-06	0	8.2477e-05	9.54617e-05	8.73132e-05	5.54594e-06	5.75126e-06	2.60552e-05	2.28338e-05	6.17691e-06	2.38407e-05	0.00019729	0	0	6.27136e-06	2.34505e-06	0	0	6.41032e-07	0	9.9623e-06	2.2076e-06	0.00027968	3.88145e-06	2.44837e-05	0	0	5.13493e-06	0.000136085	1.43444e-06	0.000291649	1.0309e-05	0	2.48087e-05	0	0.00029938	0	0	0	5.20897e-06	6.28116e-05	1.1284e-05	7.224e-06	3.67108e-06	5.46242e-06	5.16515e-06	8.7103e-07	0.000197146	0	7.96917e-05	2.90734e-06	2.68257e-06	4.50584e-06	5.10563e-05	3.57977e-06	8.05199e-05	0	1.51485e-05	3.06051e-06	1.75195e-06	2.30478e-07	0.000129908	8.44984e-06
3.1.3.1	0.000177997	2.52278e-05	3.17412e-05	0.000417899	5.95038e-05	0.00041061	0.000420814	0.000162334	9.41341e-05	4.13224e-05	8.06882e-05	0.000196227	0.000252984	2.05935e-05	0.000173928	0.000201185	2.84715e-05	2.78906e-05	0.00025185	2.46686e-05	4.31339e-05	0.000151748	0.000224939	8.62225e-05	6.01206e-05	9.16686e-05	0.00023891	0.000237513	2.15097e-05	0.000364624	0.000525453	7.91672e-05	2.3853e-05	7.34544e-05	0.000237983	0.000618598	0.000366816	0	0.000416893	0.000376352	0.00011284	0.000386003	0.000454164	0.000825755	0.000509699	0.000373322	0.000199428	0.000148022	0.000373996	0.000411741	5.9934e-05	0.00026629	0.000216069	0.000218537	0.000436366	0.000782079	0.000357474	0.000456239	7.91354e-05	0.000267097	0.000773585	0.000223952	0.00010801	0.000592866	0.000670771	5.20483e-05	0.000196092	0.000743117	0.000290505	0.000295838	0.000420117	0.000567825	0.000315332	0.000529047	5.94947e-05	0.000335629	0.000249566	0.000410028	0.00012104	0.000794278	4.12785e-05	0.000696395	0.000449722	0.000197574	0.000271534	0.000147448	0	0.000238532	0.000204071	0.00017137	0.000236921	0.000493243	0.000158983	0.000146824	0.000701239	0.000442685	0.000115391	0.000557239	0.000150661	0.00013932	8.59006e-05	0.000360608	0.000413386	0.000253456	0.000132951	0.000241598	0.000683503	0.000149325	4.14611e-05	0.000262508	0.000168614	0.000654999	0.000140418	0.000353247	0.000165181	0.00062323	0.000400295	0.000343123	0.000526746	0	0.000755302	0.000508611	0.000518732	0.00026558	4.5272e-05	0.000123381	0.000357909	5.86161e-05	0.000147372	0.000574852	0.000202488	0.000788402	0.000340508	0.000283415	0.000689867	4.81011e-05	0.000327802	0.000416363	0.000422376	0.00058468	0.000329927	0.000397127	0.000347776	0.000403699	4.93806e-05	0.000574327	0.000500765	0	0.000131275	5.6581e-05	1.6393e-05	6.24697e-05	0.000248441	0.000146624	0.000101767	7.88461e-05	0.000623005	0.000922343	0.000767014	0.000174719	0.000165432	0.000299455	0.000741382	9.54137e-05	0.000289559	0.000537978	0.000273185	0.000137304	0.000235994	0.000423548	0.00033122	0.000439815	7.93548e-05	0.000284327	0.000619195	0.000561298	5.1566e-05	0.000189503	0.000126626	0.000274617	0.000282265	0.000393758	0.000150636	0.000782052	0.000332232	0.00020762	0.000562503	0.000212059	0.000233253	0.000430488	0	0.000176882	0.000425117	0.000332588	2.64765e-05	0.000612286	0.000191871
3.1.3.10	5.73802e-07	3.30637e-06	1.92418e-05	0.000542955	8.84302e-06	0.000441354	0.000578387	9.71167e-05	3.5715e-05	0	5.73004e-06	0	0	3.13054e-06	0	0.000121496	0	0	0	0	1.10779e-06	3.85397e-05	1.84058e-06	0	1.03634e-05	1.32767e-06	0	7.54185e-06	2.83488e-06	0	0.000222593	7.08382e-05	0	2.86742e-06	0	0.000500179	8.69534e-06	0	1.94938e-05	2.23283e-06	3.93627e-05	1.03648e-05	2.19439e-05	0	0.000721807	0	1.44368e-05	3.13456e-05	0.000379665	7.49459e-06	3.69652e-07	5.05283e-06	0	1.13849e-06	0.000281015	0.000147133	1.21659e-05	8.70381e-05	0	1.92995e-05	0.000274762	5.57301e-05	1.07978e-05	1.4092e-05	0.000696984	0	2.49099e-06	4.58005e-06	2.57717e-05	0	3.16334e-05	0.000512954	0	9.51301e-06	3.33913e-06	0	0	0.000126819	2.46812e-06	0.000110004	7.75871e-07	0.000220584	4.15164e-05	0	2.57635e-05	2.40933e-05	0	0	2.68614e-06	6.71927e-06	2.91294e-07	3.08352e-05	2.4175e-05	1.52871e-05	0	7.00201e-06	1.989e-05	0.000123232	0	2.07433e-06	0	0	4.45902e-05	1.09194e-06	5.39814e-06	0	0	0	0	1.25551e-05	0	5.5111e-06	0	7.4267e-05	1.63432e-05	0.000125669	0.000100391	5.06432e-05	1.27809e-06	0	1.61891e-06	9.01292e-06	0.000205003	7.03726e-07	3.7645e-06	5.21088e-05	0.000358602	4.7296e-07	1.01467e-05	1.77798e-06	4.0464e-06	0.000430392	5.32582e-05	3.93536e-05	5.41092e-06	0	0.000114672	9.79045e-05	9.84297e-05	2.42406e-06	1.52825e-05	3.7172e-05	5.25845e-05	7.8253e-06	2.8822e-05	0.000217192	0	0	1.51371e-05	0	0	0	0	0	5.70926e-06	3.37142e-06	0.000361179	6.53649e-05	2.3763e-05	0	0	0	0.000113164	1.11577e-05	0.000552373	2.03765e-05	4.18945e-06	1.41689e-05	0	0.000419496	6.90067e-07	0	0	7.47987e-06	9.44929e-05	2.91777e-06	0	6.24752e-06	5.44876e-06	3.20008e-06	1.7971e-05	0.000329918	5.2613e-07	8.94804e-05	4.3599e-06	1.37122e-05	4.59862e-06	6.699e-05	3.32579e-05	0.000156508	0	3.08098e-05	1.39878e-06	0	1.17022e-06	8.7996e-05	1.10475e-05
3.1.3.103	0	0	0	0	0	4.04243e-06	0	0	0	6.31961e-06	0	0	0	0	2.40032e-05	7.17599e-06	0	0	0	0	0	4.2925e-06	0	0	0	0	0	0	0	0	0	0	1.64489e-06	0	6.18679e-06	0	0	0	0	3.32801e-05	0	0	2.34161e-06	0	4.26655e-06	0	0	5.25347e-06	0	6.41932e-06	6.21099e-06	0	0	0	0	5.41285e-06	0	9.78736e-06	3.67464e-06	0	0	4.53836e-06	0	2.71309e-05	0	0	0	0	3.03503e-06	0	0	1.39344e-05	0	0	0	1.81911e-05	0	1.07227e-05	0	0	0	3.48333e-06	0	0	1.94938e-06	0	0	0	8.58189e-07	0	1.86522e-05	5.67388e-05	0	0	0	0	0	0	0	0	0	0	1.46862e-05	1.47261e-05	0	0	2.79302e-05	0	0	0	0	1.27445e-05	9.0606e-06	0	3.34275e-06	0	0	0	0	0	0	5.08126e-06	0	0	0	0	3.62045e-06	0	8.25096e-06	0	0	0	6.29863e-05	0	0	1.32657e-05	1.19069e-05	0	4.10699e-06	1.51336e-06	0	0	0	0	0	4.54308e-05	0	0	3.20945e-06	3.77307e-06	0	0	0	0	7.75298e-06	0	0	0	0	0	0	0	0	0	1.38789e-06	0	1.60523e-05	0	1.02053e-05	0	0	0	0	2.45259e-06	0	0	0	0	0	0	0	0	0	6.35805e-06	8.84184e-06	0	4.59409e-05	0	1.24408e-05	0	0	1.31047e-05	0	0	1.05514e-06	3.11731e-05	0
3.1.3.104	1.30526e-05	1.64481e-05	3.83619e-06	0.000166929	1.40125e-06	0.000149044	0.000270422	4.29659e-05	1.36328e-06	2.52849e-05	0	3.00507e-05	6.54091e-05	0	2.66965e-05	3.91632e-05	3.2408e-06	0	3.21618e-05	0	0	3.59441e-05	8.04613e-06	4.69572e-06	6.41462e-06	0	4.56434e-06	2.6668e-05	0	0	8.59344e-05	3.53103e-05	6.75493e-06	5.62474e-06	2.02295e-05	7.58255e-05	1.6228e-05	0	3.99968e-05	2.43368e-05	2.03585e-05	1.83263e-05	1.2793e-05	0	0.000214561	8.04481e-05	3.15606e-05	0.000112635	0.000435838	3.14548e-05	8.5091e-06	7.32353e-06	0	0	0.000146455	9.57834e-05	1.85742e-06	0.000174484	1.16935e-05	1.44253e-05	0.000145592	0.000177853	6.24533e-06	5.04053e-05	0.000389393	0	6.93676e-06	3.15036e-05	3.05666e-05	0	3.99856e-05	0.00017539	0	3.06565e-05	8.55567e-06	2.58119e-05	3.23837e-05	5.41032e-05	2.14353e-05	7.69141e-05	0	6.18207e-05	5.4274e-05	3.12952e-05	4.83909e-05	2.4245e-05	0	1.74849e-05	3.23155e-05	1.73049e-05	1.55457e-05	5.88998e-05	4.85861e-05	5.33004e-06	0.000402452	1.14704e-05	1.38398e-05	0.000118772	1.62035e-06	5.99043e-06	0	6.30044e-06	5.19732e-05	1.99113e-05	0	0	0	1.56489e-05	0	1.84801e-05	8.41915e-06	1.45501e-05	1.52125e-05	5.70944e-05	1.52906e-05	0.000145705	4.4822e-05	3.48949e-05	1.34512e-05	0	2.74599e-05	4.84075e-05	7.56802e-05	1.25803e-05	0	4.09352e-05	5.88286e-05	1.83113e-06	2.19424e-05	1.95414e-06	8.73627e-06	0.000120829	6.54762e-05	1.01993e-05	6.37251e-05	3.21369e-06	0.000132732	8.18028e-05	0.00019486	1.22094e-05	5.25656e-05	2.71976e-05	3.52814e-05	2.43192e-05	2.85829e-05	6.15915e-05	0	0	6.68795e-06	2.72913e-06	0	0	3.11893e-05	2.52035e-06	5.24918e-05	5.52668e-07	0.000171815	0.00011998	1.25028e-05	2.51493e-05	0	6.24209e-05	0.000214245	0	0.000157356	5.94499e-05	3.61453e-05	1.01054e-05	1.18696e-05	0.000249127	4.686e-06	1.17849e-05	5.93488e-06	2.41017e-05	4.32791e-05	0	5.16897e-06	0	1.37184e-05	7.58365e-06	6.59463e-06	7.54412e-05	4.7431e-06	2.46817e-05	1.24728e-05	5.62946e-06	5.14148e-05	2.10038e-05	1.06289e-05	0.000288756	0	3.66048e-05	4.01584e-05	1.08615e-05	6.00825e-06	7.49739e-05	1.70116e-05
