# Gene Family	CSM5MCV1_P_Abundance-RPKs
UNMAPPED	0.143471
UniRef90_unknown	0.0899976
UniRef90_C6IUU9	0.00254139
UniRef90_Q45122	0.00204369
UniRef90_K7ZQ45	0.00197436
UniRef90_E2N7L9	0.00192741
UniRef90_A0A016KDX5	0.00183381
UniRef90_E4W393	0.00175969
UniRef90_B3JMD4	0.00160628
UniRef90_R0HEY5	0.00156055
UniRef90_W1I8Q3	0.00149085
UniRef90_I9TSD3	0.00141486
UniRef90_W1I7H1	0.00122176
UniRef90_V0WKM0	0.00120162
UniRef90_E2N7L5	0.0010786
UniRef90_V1XPD7	0.00106028
UniRef90_F0R9D1	0.00102159
UniRef90_E2N7L4	0.000983349
UniRef90_C3R498	0.000979112
UniRef90_C3RGS1	0.000939504
UniRef90_V6EJD4	0.000935581
UniRef90_F0R9C9	0.000894127
UniRef90_A0A015UU70	0.000862448
UniRef90_A7UXY7	0.000849865
UniRef90_T4BTZ3	0.000797577
UniRef90_T6K7Z4	0.000777947
UniRef90_D8AWQ8	0.000776631
UniRef90_F0R9D0	0.000770661
UniRef90_R9R0L5	0.000767903
UniRef90_V2RB68	0.000767616
UniRef90_R9R0P3	0.000747651
UniRef90_I6TD50	0.000731528
UniRef90_R6HKK8	0.000711397
UniRef90_C3RGR9	0.000671577
UniRef90_R9R0N7	0.000594132
UniRef90_A5ZLI2	0.000563968
UniRef90_I9R963	0.000551916
UniRef90_D1KAJ0	0.000535871
UniRef90_C3RGQ4	0.000529217
UniRef90_P37247	0.00049325
UniRef90_A5ZLI4	0.00048482
UniRef90_R6HVT0	0.000481785
UniRef90_K4WZT4	0.000481087
UniRef90_I9PIJ2	0.000477568
UniRef90_D3QTT6	0.00045961
UniRef90_K3AWG5	0.000456021
UniRef90_A5ZI73	0.000446185
UniRef90_W1I967	0.000425958
UniRef90_UPI00036264EC	0.000418337
UniRef90_F0R9D3	0.000415527
UniRef90_G7RUW7	0.000414468
UniRef90_I4V3R2	0.000398885
UniRef90_A7V4G2	0.000389482
UniRef90_N2FW48	0.000387141
UniRef90_D1KAJ3	0.000382219
UniRef90_A7ZUE2	0.000375597
UniRef90_J7Q6B1	0.000357426
UniRef90_K1S6P4	0.000354909
UniRef90_E6A1X8	0.000353086
UniRef90_E5UZD3	0.00034998
UniRef90_R5UG15	0.000340862
UniRef90_A7B6K2	0.000339548
UniRef90_I9R5B3	0.00033549
UniRef90_A7V4G3	0.000331074
UniRef90_V2SL98	0.000330609
UniRef90_C3RFW0	0.000329524
UniRef90_R5V1E1	0.000321166
UniRef90_G1UL81	0.000315712
UniRef90_I9FBQ5	0.0003144
UniRef90_C3R3D0	0.000311206
UniRef90_L2CS94	0.000311046
UniRef90_R6HNC3	0.000306198
UniRef90_R6HHA8	0.000304912
UniRef90_B6VVK5	0.00030354
UniRef90_V1NDN5	0.000303328
UniRef90_R5V1E5	0.00030331
UniRef90_C3R3A1	0.000300295
UniRef90_A8ACR3	0.000285693
UniRef90_C1HUP2	0.000285405
UniRef90_F0R9D5	0.000284961
UniRef90_C3R5G1	0.000284424
UniRef90_UPI00015BEA70	0.000283426
UniRef90_F8XKK7	0.000281196
UniRef90_K6AIS5	0.000281146
UniRef90_A0A015TIF5	0.000276585
UniRef90_R5V948	0.000275589
UniRef90_E1IVY0	0.000271198
UniRef90_Q8ABW7	0.000267516
UniRef90_E8A5F4	0.000266138
UniRef90_R5V942	0.000263994
UniRef90_C3R3A0	0.000263301
UniRef90_A0A017N0B5	0.000261971
UniRef90_C3R370	0.000259467
UniRef90_H4M7I0	0.000258517
UniRef90_I9R5N5	0.000257666
UniRef90_C3R5G2	0.000256041
UniRef90_A0A015P9C8	0.000255146
UniRef90_D0TYS1	0.000255145
UniRef90_A0A023KWQ1	0.000253108
UniRef90_R6HVN2	0.000249234
UniRef90_C3R491	0.000248582
UniRef90_R5UN98	0.000248313
UniRef90_I8WFI1	0.00024307
UniRef90_P30899	0.000239985
UniRef90_C3RFY4	0.000239381
UniRef90_D1JZS4	0.000238413
UniRef90_J7QIY4	0.00023833
UniRef90_D1KAI8	0.000237766
UniRef90_G1ULT4	0.000237126
UniRef90_B3JQM0	0.000235998
UniRef90_R6HIS5	0.000235574
UniRef90_T4BR94	0.000233697
UniRef90_R6IEY7	0.000232312
UniRef90_N2NGY0	0.000231534
UniRef90_C3RFX3	0.00023127
UniRef90_C3R5G0	0.00023078
UniRef90_D1P903	0.00022906
UniRef90_C3R3D8	0.000227609
UniRef90_I8XPT1	0.000225916
UniRef90_D1KAG8	0.000225023
UniRef90_C3R3C9	0.000224962
UniRef90_C3R490	0.000223433
UniRef90_A0A015YDE1	0.000222186
UniRef90_F0R9D4	0.000219991
UniRef90_C3R388	0.000219459
UniRef90_F7LMR7	0.000216496
UniRef90_C3R376	0.000213775
UniRef90_R5JD15	0.000213378
UniRef90_B5CUP9	0.000212309
UniRef90_S0FB66	0.000211833
UniRef90_Q45152	0.000211776
UniRef90_B5D4M3	0.000211631
UniRef90_C3RFY5	0.000211087
UniRef90_C3R3D7	0.000210139
UniRef90_G1ULB5	0.000209561
UniRef90_C1HUM8	0.000209161
UniRef90_N4GLU4	0.000208811
UniRef90_H5G4G2	0.000207838
UniRef90_B0NWG2	0.000207769
UniRef90_I0VM54	0.000207174
UniRef90_C3R3D1	0.000206498
UniRef90_R7NZW3	0.000206405
UniRef90_D7IXM7	0.000206017
UniRef90_A6L6T7	0.0002054
UniRef90_Q8ABX0	0.000204909
UniRef90_J9C3W7	0.000204464
UniRef90_C3RFZ1	0.000204373
UniRef90_T6RN53	0.000204276
UniRef90_T8QB09	0.000203716
UniRef90_C3R375	0.000202776
UniRef90_C3R3C7	0.000202547
UniRef90_R7NYQ2	0.000201665
UniRef90_C3R385	0.000201169
UniRef90_C3RFW3	0.000200602
UniRef90_R9ILY8	0.000200329
UniRef90_C3R3C2	0.000200052
UniRef90_C3PVT5	0.000199993
UniRef90_C3R387	0.000198222
UniRef90_C3RFZ4	0.000198122
UniRef90_X2PD96	0.000197755
UniRef90_A6LE41	0.000197098
UniRef90_N4L408	0.00019637
UniRef90_R6HQ78	0.000196308
UniRef90_X3F781	0.00019613
UniRef90_A1AII0	0.000195446
UniRef90_F9Z5Q1	0.000194829
UniRef90_I9PPT6	0.000194497
UniRef90_C3RFZ0	0.000194293
UniRef90_C3R3D6	0.000194214
UniRef90_C3R3D2	0.000193104
UniRef90_R6DF17	0.000191268
UniRef90_A6L9Y6	0.000191206
UniRef90_C3R386	0.000188463
UniRef90_C3R784	0.000188185
UniRef90_C3RFT5	0.000187949
UniRef90_R6HR60	0.000186947
UniRef90_Q5L8D2	0.000186757
UniRef90_R9HTI8	0.000186676
UniRef90_C3R384	0.000186432
UniRef90_C3R374	0.000186331
UniRef90_R5UGS9	0.000184382
UniRef90_C3RFV1	0.00018435
UniRef90_I5F051	0.000183543
UniRef90_I3YQU4	0.000182626
UniRef90_R9VPP3	0.000182513
UniRef90_K5ZBV0	0.000182029
UniRef90_R5UG19	0.000182029
UniRef90_R6HWY5	0.000181775
UniRef90_C3R3C3	0.000181453
UniRef90_C6ZBM9	0.000181298
UniRef90_C3RFX8	0.000180894
UniRef90_I3YQU8	0.000180737
UniRef90_A0A015V279	0.000180257
UniRef90_A6L754	0.00017997
UniRef90_E5VDG3	0.000179424
UniRef90_R6HQ83	0.000178219
UniRef90_C3R378	0.000178192
UniRef90_K6A8K3	0.000177438
UniRef90_X2EXI9	0.000177381
UniRef90_C3R3C0	0.000176992
UniRef90_R6HFL7	0.000175478
UniRef90_R9R0P4	0.000175305
UniRef90_E9WNY3	0.000174861
UniRef90_C6IQH7	0.000174162
UniRef90_B6VVD2	0.000173714
UniRef90_C3R398	0.000170244
UniRef90_C3R371	0.000169583
UniRef90_A0A015P8Y8	0.000168697
UniRef90_R7P473	0.000168258
UniRef90_C3R3E3	0.000167904
UniRef90_C3R3D3	0.000167698
UniRef90_B6W0A1	0.000167411
UniRef90_C3R3C5	0.000167336
UniRef90_U5SUU2	0.000166827
UniRef90_G1ULQ0	0.000166285
UniRef90_A6L0D6	0.000165883
UniRef90_C3R3E2	0.000165242
UniRef90_C3R377	0.000164971
UniRef90_C3RFN3	0.000163757
UniRef90_R6HWR1	0.000163484
UniRef90_R6IFH4	0.000163427
UniRef90_C3R392	0.000163256
UniRef90_A8A2W1	0.000162755
UniRef90_C3R379	0.000161365
UniRef90_I9RGF5	0.000160643
UniRef90_K5YVA7	0.000159319
UniRef90_A5ZEW3	0.000159023
UniRef90_A6L5Y3	0.000158661
UniRef90_B6VX29	0.000158435
UniRef90_C3R3C6	0.0001583
UniRef90_D1P902	0.000158118
UniRef90_I9QW63	0.000157321
UniRef90_K6A3P1	0.000157288
UniRef90_B6W295	0.000156896
UniRef90_V5FBZ3	0.000156596
UniRef90_W1I5Z6	0.000156411
UniRef90_D1KAJ2	0.000155554
UniRef90_I8V446	0.000155379
UniRef90_B6VYR1	0.000154863
UniRef90_C3R3C4	0.000153921
UniRef90_R7E6W3	0.00015317
UniRef90_B6VYK5	0.000151884
UniRef90_R5UGS2	0.000151776
UniRef90_R7NZD5	0.000151461
UniRef90_R5IZV5	0.000151269
UniRef90_D7IXM9	0.000150744
UniRef90_F4UI87	0.000150735
UniRef90_C3RFW2	0.00015036
UniRef90_G1ULT6	0.000150296
UniRef90_I9PPB6	0.000150058
UniRef90_B5D4E8	0.000149075
UniRef90_G1ULK7	0.000148957
UniRef90_Q64NV0	0.00014843
UniRef90_F7LMU2	0.000148243
UniRef90_B3JIH8	0.000148163
UniRef90_B0MTD8	0.000147914
UniRef90_D0TYR8	0.000147845
UniRef90_I8VRN0	0.00014746
UniRef90_A0A016LWY5	0.000147415
UniRef90_K5ZR14	0.000147297
UniRef90_E5WU41	0.000147258
UniRef90_D7IXQ4	0.000147135
UniRef90_A0A015QEY5	0.000146194
UniRef90_D1K046	0.000146192
UniRef90_R7P2D1	0.000145926
UniRef90_R6HHS7	0.000144038
UniRef90_R7KIF9	0.000143274
UniRef90_F9Z871	0.000142785
UniRef90_I9QI20	0.000142565
UniRef90_C3RFW4	0.000141771
UniRef90_C3R8M1	0.000141559
UniRef90_B6VX47	0.000141056
UniRef90_B6VVM7	0.000140762
UniRef90_E6A9W8	0.00014066
UniRef90_G1ULA9	0.000140602
UniRef90_F3PP02	0.000140156
UniRef90_R6HHL6	0.000139859
UniRef90_I8WEY2	0.000139458
UniRef90_B6VYL0	0.000139415
UniRef90_N2LSS0	0.000139363
UniRef90_I0PXX6	0.000138956
UniRef90_UPI00035F7346	0.000138805
UniRef90_N2LMG4	0.000138761
UniRef90_K6BLD5	0.000138083
UniRef90_A0A015T176	0.000138031
UniRef90_A6KWW2	0.000137971
UniRef90_R6HL35	0.000137229
UniRef90_D1K313	0.000137054
UniRef90_A6L0D8	0.000136664
UniRef90_V0AMJ2	0.000136618
UniRef90_R6HLN9	0.000136421
UniRef90_D1K8N5	0.000136147
UniRef90_C3R372	0.000136097
UniRef90_A7B5X1	0.000136011
UniRef90_F7LMV2	0.000135856
UniRef90_D1K787	0.000135809
UniRef90_C3R389	0.000135455
UniRef90_Q5L8D3	0.000135075
UniRef90_K6A3N4	0.000135038
UniRef90_D1K338	0.000134834
UniRef90_C6UYF7	0.000134815
UniRef90_G6AV68	0.000134452
UniRef90_G1ULM1	0.000134439
UniRef90_C3RFZ6	0.000134283
UniRef90_D1K2P2	0.000133947
UniRef90_UPI0002BA599D	0.000133413
UniRef90_A6L1K0	0.000133233
UniRef90_V8LC92	0.000133208
UniRef90_R5UT23	0.000132871
UniRef90_A7ZU58	0.000132444
UniRef90_E4UEI2	0.000132433
UniRef90_F4T428	0.000132009
UniRef90_F7LMV9	0.000131628
UniRef90_E0NQV0	0.000131411
UniRef90_K6A5E5	0.000131272
UniRef90_F7LMU7	0.000131204
UniRef90_D4VCL4	0.000131002
UniRef90_Q5L8C3	0.000130946
UniRef90_A5KRH0	0.000130451
UniRef90_E5VDI9	0.000130347
UniRef90_R5U1E2	0.00013022
UniRef90_W0ETG2	0.000130106
UniRef90_E1S1E6	0.000129961
UniRef90_R5JTX9	0.000129608
UniRef90_A6L042	0.000129315
UniRef90_K6AR50	0.000129254
UniRef90_Q650C5	0.000128568
UniRef90_Q8A129	0.000128286
UniRef90_D4VA91	0.000128177
UniRef90_F3PNR1	0.000128057
UniRef90_A0A016D6C0	0.000127787
UniRef90_D1K7N3	0.000127442
UniRef90_B0MYG1	0.000127125
UniRef90_A7MHV7	0.000127076
UniRef90_C3RFX4	0.000127043
UniRef90_K1FYL7	0.000126688
UniRef90_D1K3Q8	0.00012665
UniRef90_C3Q2L9	0.000126546
UniRef90_C3Q5W4	0.000126376
UniRef90_F7LMT5	0.000126372
UniRef90_I9FYQ8	0.00012611
UniRef90_A6KZ97	0.000126028
UniRef90_C3RCS7	0.00012583
UniRef90_A0A015X9D0	0.000125517
UniRef90_Q5L890	0.000125269
UniRef90_Q5L8D1	0.000125202
UniRef90_R7J4Q3	0.000125139
UniRef90_R6MNH0	0.000125011
UniRef90_R6EAG7	0.000124875
UniRef90_Q8A485	0.000124777
UniRef90_R6IFJ4	0.000124736
UniRef90_R6IFJ9	0.000124489
UniRef90_C3RCK4	0.000124197
UniRef90_K5XYZ0	0.000124094
UniRef90_C3R391	0.000124026
UniRef90_R6HFP8	0.000123886
UniRef90_R5K610	0.000123799
UniRef90_K5ZYK8	0.000123761
UniRef90_A0A015T1I1	0.000123624
UniRef90_I9FGI8	0.000123485
UniRef90_R5U8A8	0.000123456
UniRef90_Q5L8Z8	0.000123266
UniRef90_A0A015TXY8	0.000123253
UniRef90_F7LMV3	0.000123147
UniRef90_R5UVD0	0.000123146
UniRef90_R6I1E0	0.0001231
UniRef90_D4IKK0	0.000123076
UniRef90_R7KIF4	0.00012298
UniRef90_F3PNZ8	0.000122481
UniRef90_R5JTX4	0.000122472
UniRef90_B5D4J0	0.000122018
UniRef90_K6A764	0.000122003
UniRef90_R6IKC9	0.000121806
UniRef90_C3PUN8	0.000121486
UniRef90_Q8A1A1	0.000121377
UniRef90_K6A3A8	0.00012136
UniRef90_A0A015U390	0.000121305
UniRef90_R5UF36	0.000120978
UniRef90_A6L1T2	0.000120854
UniRef90_F7LMR9	0.000120833
UniRef90_R6HTR9	0.00012053
UniRef90_R6IJD0	0.000120351
UniRef90_U6R8C4	0.0001202
UniRef90_G0D1F0	0.000120119
UniRef90_R5JCD4	0.000120103
UniRef90_R6HT27	0.000120042
UniRef90_Q5L8B9	0.000119988
UniRef90_R7P3Y6	0.000119878
UniRef90_A0A016LVX0	0.000119788
UniRef90_F3PNY9	0.000119674
UniRef90_R5U1E5	0.000119636
UniRef90_K1FAD2	0.000119293
UniRef90_F7LMT4	0.000119225
UniRef90_D6CZ30	0.000119081
UniRef90_C3Q3I9	0.00011896
UniRef90_C3R8M2	0.000118957
UniRef90_A6KYC3	0.000118755
UniRef90_V7W2I7	0.000118652
UniRef90_A6L238	0.000118556
UniRef90_R6HH46	0.000118521
UniRef90_I8YR38	0.000118514
UniRef90_R5NCH5	0.000118344
UniRef90_D1K2Q6	0.00011807
UniRef90_A6KYK1	0.000117948
UniRef90_W1I7B0	0.000117906
UniRef90_B6VUU0	0.000117704
UniRef90_Q650H0	0.000117688
UniRef90_C6E9R1	0.000117615
UniRef90_C6IQI3	0.000117452
UniRef90_B6VUU6	0.000117399
UniRef90_R5JT97	0.000117394
UniRef90_Q5L8C6	0.000117318
UniRef90_C3RCR9	0.000117254
UniRef90_F7LMW4	0.00011725
UniRef90_D4VT02	0.000117189
UniRef90_A6KZJ3	0.000117021
UniRef90_I3VZU4	0.000116944
UniRef90_R6HZ54	0.000116839
UniRef90_R5JCE1	0.00011669
UniRef90_C3Q2Q7	0.00011661
UniRef90_E5UZB2	0.00011661
UniRef90_B6W0G0	0.000116262
UniRef90_R7KJZ0	0.000116104
UniRef90_D1K0T9	0.000115979
UniRef90_B6VXY0	0.000115883
UniRef90_D1JY13	0.000115822
UniRef90_R6HL46	0.000115751
UniRef90_B6VW25	0.000115738
UniRef90_U6RAZ3	0.000115737
UniRef90_D1K2M5	0.00011573
UniRef90_A0A016BUG4	0.000115696
UniRef90_F3PNZ9	0.000115623
UniRef90_A0A015TXS0	0.000115593
UniRef90_C3RCT0	0.000115576
UniRef90_B6VXD1	0.00011543
UniRef90_L4UXQ5	0.000115285
UniRef90_D4IKK8	0.000115238
UniRef90_F7LMW9	0.000115172
UniRef90_B6VXN3	0.000115149
UniRef90_R7NW82	0.000115147
UniRef90_D1JXZ4	0.000115109
UniRef90_B3JIH6	0.000115103
UniRef90_Q5LHK5	0.000115063
UniRef90_R5JTY2	0.000114996
UniRef90_R6HW80	0.000114971
UniRef90_A6KXU2	0.000114946
UniRef90_R6HTQ9	0.000114731
UniRef90_A6KZ37	0.000114702
UniRef90_A6L031	0.000114686
UniRef90_R5JCC7	0.00011464
UniRef90_R6HG49	0.000114131
UniRef90_B6VT88	0.000114061
UniRef90_I9HVP4	0.000114019
UniRef90_D1K220	0.000113963
UniRef90_R7P0N4	0.000113951
UniRef90_I8VPJ4	0.00011395
UniRef90_R6IFH0	0.000113596
