Sample	raw pair1	raw pair2	trimmed pair1	trimmed pair2	trimmed orphan1	trimmed orphan2	decontaminated hg37dec_v0.1_0 pair1	decontaminated hg37dec_v0.1_0 pair2	decontaminated hg37dec_v0.1_1 pair1	decontaminated hg37dec_v0.1_1 pair2	decontaminated hg37dec_v0.1_0 orphan1	decontaminated hg37dec_v0.1_0 orphan2	decontaminated hg37dec_v0.1_1 orphan1	decontaminated hg37dec_v0.1_1 orphan2	final pair1	final pair2	final orphan1	final orphan2
CSM9X1Y3	8789312.0	8789312.0	8789312.0	8789312.0	NA	NA	8787581.0	8787581.0	8787581.0	8787581.0	43.0	34.0	43.0	34.0	8787581.0	8787581.0	43.0	34.0
CSM9X1Y5	11357435.0	11357435.0	11357435.0	11357435.0	NA	NA	11357364.0	11357364.0	11357364.0	11357364.0	7.0	24.0	7.0	24.0	11357364.0	11357364.0	7.0	24.0
CSM9X1YV	12410247.0	12410247.0	12410247.0	12410247.0	NA	NA	12409720.0	12409720.0	12409720.0	12409720.0	15.0	9.0	15.0	9.0	12409720.0	12409720.0	15.0	9.0
CSM9X1Z4	10166693.0	10166693.0	10166693.0	10166693.0	NA	NA	10165769.0	10165769.0	10165769.0	10165769.0	17.0	23.0	17.0	23.0	10165769.0	10165769.0	17.0	23.0
CSM9X1ZC	7071199.0	7071199.0	7071199.0	7071199.0	NA	NA	7070883.0	7070883.0	7070883.0	7070883.0	3.0	8.0	3.0	8.0	7070883.0	7070883.0	3.0	8.0
CSM9X1ZO	18605942.0	18605942.0	18605942.0	18605942.0	NA	NA	18602181.0	18602181.0	18602181.0	18602181.0	87.0	79.0	87.0	79.0	18602181.0	18602181.0	87.0	79.0
CSM9X1ZQ	21460412.0	21460412.0	21460412.0	21460412.0	NA	NA	21460184.0	21460184.0	21460184.0	21460184.0	4.0	8.0	4.0	8.0	21460184.0	21460184.0	4.0	8.0
CSM9X1ZY	7465045.0	7465045.0	7465045.0	7465045.0	NA	NA	7463854.0	7463854.0	7463854.0	7463854.0	31.0	32.0	31.0	32.0	7463854.0	7463854.0	31.0	32.0
CSM9X211	20407826.0	20407826.0	20407826.0	20407826.0	NA	NA	20407720.0	20407720.0	20407720.0	20407720.0	5.0	2.0	5.0	2.0	20407720.0	20407720.0	5.0	2.0
CSM9X213	12203225.0	12203225.0	12203225.0	12203225.0	NA	NA	12202736.0	12202736.0	12202736.0	12202736.0	12.0	9.0	12.0	9.0	12202736.0	12202736.0	12.0	9.0
CSM9X215	22183489.0	22183489.0	22183489.0	22183489.0	NA	NA	22182966.0	22182966.0	22182966.0	22182966.0	10.0	9.0	10.0	9.0	22182966.0	22182966.0	10.0	9.0
CSM9X219	10478344.0	10478344.0	10478344.0	10478344.0	NA	NA	10478282.0	10478282.0	10478282.0	10478282.0	2.0	1.0	2.0	1.0	10478282.0	10478282.0	2.0	1.0
CSM9X21J	10947488.0	10947488.0	10947488.0	10947488.0	NA	NA	10947411.0	10947411.0	10947411.0	10947411.0	1.0	3.0	1.0	3.0	10947411.0	10947411.0	1.0	3.0
CSM9X21L	10628039.0	10628039.0	10628039.0	10628039.0	NA	NA	10617388.0	10617388.0	10617388.0	10617388.0	231.0	222.0	231.0	222.0	10617388.0	10617388.0	231.0	222.0
CSM9X21N	15264849.0	15264849.0	15264849.0	15264849.0	NA	NA	15263070.0	15263070.0	15263070.0	15263070.0	21.0	25.0	21.0	25.0	15263070.0	15263070.0	21.0	25.0
CSM9X21R	14778362.0	14778362.0	14778362.0	14778362.0	NA	NA	14773161.0	14773161.0	14773161.0	14773161.0	87.0	76.0	87.0	76.0	14773161.0	14773161.0	87.0	76.0
CSM9X21T	7856616.0	7856616.0	7856616.0	7856616.0	NA	NA	7856126.0	7856126.0	7856126.0	7856126.0	5.0	11.0	5.0	11.0	7856126.0	7856126.0	5.0	11.0
CSM9X222	10069991.0	10069991.0	10069991.0	10069991.0	NA	NA	10066621.0	10066621.0	10066621.0	10066621.0	58.0	58.0	58.0	58.0	10066621.0	10066621.0	58.0	58.0
CSM9X22G	17021353.0	17021353.0	17021353.0	17021353.0	NA	NA	17020555.0	17020555.0	17020555.0	17020555.0	24.0	24.0	24.0	24.0	17020555.0	17020555.0	24.0	24.0
CSM9X22I	19918525.0	19918525.0	19918525.0	19918525.0	NA	NA	19918100.0	19918100.0	19918100.0	19918100.0	8.0	16.0	8.0	16.0	19918100.0	19918100.0	8.0	16.0
CSM9X22K	11010806.0	11010806.0	11010806.0	11010806.0	NA	NA	11010202.0	11010202.0	11010202.0	11010202.0	3.0	14.0	3.0	14.0	11010202.0	11010202.0	3.0	14.0
CSM9X22S	9935901.0	9935901.0	9935901.0	9935901.0	NA	NA	9935774.0	9935774.0	9935774.0	9935774.0	4.0	2.0	4.0	2.0	9935774.0	9935774.0	4.0	2.0
CSM9X22U	11444414.0	11444414.0	11444414.0	11444414.0	NA	NA	11444293.0	11444293.0	11444293.0	11444293.0	2.0	3.0	2.0	3.0	11444293.0	11444293.0	2.0	3.0
CSM9X233	9650670.0	9650670.0	9650670.0	9650670.0	NA	NA	9648694.0	9648694.0	9648694.0	9648694.0	55.0	29.0	55.0	29.0	9648694.0	9648694.0	55.0	29.0
CSM9X235	6975032.0	6975032.0	6975032.0	6975032.0	NA	NA	6969296.0	6969296.0	6969296.0	6969296.0	120.0	106.0	120.0	106.0	6969296.0	6969296.0	120.0	106.0
CSM9X237	8744105.0	8744105.0	8744105.0	8744105.0	NA	NA	8742139.0	8742139.0	8742139.0	8742139.0	47.0	39.0	47.0	39.0	8742139.0	8742139.0	47.0	39.0
CSM9X23B	11979253.0	11979253.0	11979253.0	11979253.0	NA	NA	11978862.0	11978862.0	11978862.0	11978862.0	6.0	4.0	6.0	4.0	11978862.0	11978862.0	6.0	4.0
CSM9X23H	13509021.0	13509021.0	13509021.0	13509021.0	NA	NA	13508700.0	13508700.0	13508700.0	13508700.0	5.0	11.0	5.0	11.0	13508700.0	13508700.0	5.0	11.0
CSM9X23N	10529590.0	10529590.0	10529590.0	10529590.0	NA	NA	10524369.0	10524369.0	10524369.0	10524369.0	105.0	123.0	105.0	123.0	10524369.0	10524369.0	105.0	123.0
CSMA88CB	5992706.0	5992706.0	5992706.0	5992706.0	NA	NA	5991861.0	5991861.0	5991861.0	5991861.0	27.0	18.0	27.0	18.0	5991861.0	5991861.0	27.0	18.0
CSMA8M9R	21113317.0	21113317.0	21113317.0	21113317.0	NA	NA	21113173.0	21113173.0	21113173.0	21113173.0	5.0	7.0	5.0	7.0	21113173.0	21113173.0	5.0	7.0
CSMA9J65	5371929.0	5371929.0	5371929.0	5371929.0	NA	NA	5362673.0	5362673.0	5362673.0	5362673.0	255.0	224.0	255.0	224.0	5362673.0	5362673.0	255.0	224.0
CSMAAEUA	12714237.0	12714237.0	12714237.0	12714237.0	NA	NA	12714195.0	12714195.0	12714195.0	12714195.0	3.0	3.0	3.0	3.0	12714195.0	12714195.0	3.0	3.0
CSMACTZP	12206908.0	12206908.0	12206908.0	12206908.0	NA	NA	12192640.0	12192640.0	12192640.0	12192640.0	320.0	313.0	320.0	313.0	12192640.0	12192640.0	320.0	313.0
CSMAE44D	14052303.0	14052303.0	14052303.0	14052303.0	NA	NA	14052133.0	14052133.0	14052133.0	14052133.0	11.0	16.0	11.0	16.0	14052133.0	14052133.0	11.0	16.0
CSMAF72L	13626514.0	13626514.0	13626514.0	13626514.0	NA	NA	13626327.0	13626327.0	13626315.0	13626315.0	0.0	2.0	12.0	0.0	13626315.0	13626315.0	0.0	0.0
CSMAG78W	10654053.0	10654053.0	10654053.0	10654053.0	NA	NA	10654006.0	10654006.0	10654006.0	10654006.0	4.0	3.0	4.0	3.0	10654006.0	10654006.0	4.0	3.0
CSMAH393	10702348.0	10702348.0	10702348.0	10702348.0	NA	NA	10660740.0	10660740.0	10660740.0	10660740.0	894.0	803.0	894.0	803.0	10660740.0	10660740.0	894.0	803.0
CSMAHYLR	9177770.0	9177770.0	9177770.0	9177770.0	NA	NA	9177646.0	9177646.0	9177646.0	9177646.0	4.0	1.0	4.0	1.0	9177646.0	9177646.0	4.0	1.0
CSMAIG7X	7107253.0	7107253.0	7107253.0	7107253.0	NA	NA	7104238.0	7104238.0	7104238.0	7104238.0	61.0	45.0	61.0	45.0	7104238.0	7104238.0	61.0	45.0
ESM5GEXY	16526383.0	16526383.0	16526383.0	16526383.0	NA	NA	16517037.0	16517037.0	16517037.0	16517037.0	237.0	203.0	237.0	203.0	16517037.0	16517037.0	237.0	203.0
ESM5GEYU_P	14028775.0	14028775.0	11024650.0	11024650.0	1318978.0	306137.0	10064631.0	10064631.0	10064631.0	10064631.0	1209523.0	280225.0	1209523.0	280225.0	10064631.0	10064631.0	1209523.0	280225.0
ESM5GEYW_P	11443363.0	11443363.0	9538022.0	9538022.0	713606.0	188526.0	9506573.0	9506573.0	9506573.0	9506573.0	710902.0	188013.0	710902.0	188013.0	9506573.0	9506573.0	710902.0	188013.0
ESM5GEYX_P	10920888.0	10920888.0	8355775.0	8355775.0	775734.0	739600.0	8354385.0	8354385.0	8354385.0	8354385.0	775468.0	739459.0	775468.0	739459.0	8354385.0	8354385.0	775468.0	739459.0
ESM5GEYY_P	19086041.0	19086041.0	14974003.0	14974003.0	2052120.0	366041.0	14947603.0	14947603.0	14947603.0	14947603.0	2049259.0	365430.0	2049259.0	365430.0	14947603.0	14947603.0	2049259.0	365430.0
ESM5GEZ1_P	15773544.0	15773544.0	12973857.0	12973857.0	956861.0	173302.0	11696593.0	11696593.0	11696593.0	11696593.0	876721.0	158000.0	876721.0	158000.0	11696593.0	11696593.0	876721.0	158000.0
ESM5GEZ3_P	10938360.0	10938360.0	8769660.0	8769660.0	642731.0	120963.0	6883629.0	6883629.0	6883629.0	6883629.0	549049.0	100648.0	549049.0	100648.0	6883629.0	6883629.0	549049.0	100648.0
ESM5GEZ4_P	22757337.0	22757337.0	18155413.0	18155413.0	1975137.0	511843.0	18120693.0	18120693.0	18120693.0	18120693.0	1971789.0	510826.0	1971789.0	510826.0	18120693.0	18120693.0	1971789.0	510826.0
ESM5GEZ6_P	15509134.0	15509134.0	12052191.0	12052191.0	1694005.0	314008.0	12046079.0	12046079.0	12046079.0	12046079.0	1693167.0	313793.0	1693167.0	313793.0	12046079.0	12046079.0	1693167.0	313793.0
ESM5GEZA_P	19767385.0	19767385.0	15703635.0	15703635.0	1901418.0	391986.0	15702673.0	15702673.0	15702673.0	15702673.0	1901238.0	391965.0	1901238.0	391965.0	15702673.0	15702673.0	1901238.0	391965.0
ESM5ME9D_P	13445131.0	13445131.0	11281718.0	11281718.0	796612.0	138881.0	11219883.0	11219883.0	11219883.0	11219883.0	792547.0	138259.0	792547.0	138259.0	11219883.0	11219883.0	792547.0	138259.0
ESM5ME9G_P	4899406.0	4899406.0	3677913.0	3677913.0	214614.0	113152.0	3653554.0	3653554.0	3653554.0	3653554.0	213487.0	112366.0	213487.0	112366.0	3653554.0	3653554.0	213487.0	112366.0
ESM5ME9H_P	19311791.0	19311791.0	16352675.0	16352675.0	886199.0	255729.0	15964999.0	15964999.0	15964999.0	15964999.0	875003.0	250519.0	875003.0	250519.0	15964999.0	15964999.0	875003.0	250519.0
ESM5ME9U	13755732.0	13755732.0	13755732.0	13755732.0	NA	NA	13755661.0	13755661.0	13755655.0	13755655.0	0.0	4.0	6.0	0.0	13755655.0	13755655.0	0.0	0.0
ESM5MEA7_P	9900786.0	9900786.0	7062715.0	7062715.0	723442.0	201585.0	1890633.0	1890633.0	1890633.0	1890633.0	279171.0	74851.0	279171.0	74851.0	1890633.0	1890633.0	279171.0	74851.0
ESM5MEA9_P	11648051.0	11648051.0	9165807.0	9165807.0	476265.0	126277.0	6563422.0	6563422.0	6563422.0	6563422.0	369047.0	97043.0	369047.0	97043.0	6563422.0	6563422.0	369047.0	97043.0
ESM5MEAB_P	5966585.0	5966585.0	4237033.0	4237033.0	353659.0	598491.0	2963074.0	2963074.0	2963074.0	2963074.0	270459.0	429235.0	270459.0	429235.0	2963074.0	2963074.0	270459.0	429235.0
ESM5MEB7	13633218.0	13633218.0	13633218.0	13633218.0	NA	NA	13632930.0	13632930.0	13632930.0	13632930.0	12.0	7.0	12.0	7.0	13632930.0	13632930.0	12.0	7.0
ESM5MEB9_P	17354020.0	17354020.0	10576193.0	10576193.0	2721252.0	715156.0	10521330.0	10521330.0	10521330.0	10521330.0	2707775.0	711501.0	2707775.0	711501.0	10521330.0	10521330.0	2707775.0	711501.0
ESM5MEBA_P	2132727.0	2132727.0	1771335.0	1771335.0	206660.0	35937.0	1763111.0	1763111.0	1763111.0	1763111.0	204147.0	35701.0	204147.0	35701.0	1763111.0	1763111.0	204147.0	35701.0
ESM5MEBE	8735538.0	8735538.0	8735538.0	8735538.0	NA	NA	8733258.0	8733258.0	8733258.0	8733258.0	52.0	44.0	52.0	44.0	8733258.0	8733258.0	52.0	44.0
ESM5MEBG	13106655.0	13106655.0	13106655.0	13106655.0	NA	NA	13105925.0	13105925.0	13105925.0	13105925.0	17.0	21.0	17.0	21.0	13105925.0	13105925.0	17.0	21.0
ESM5MEBI	18213787.0	18213787.0	18213787.0	18213787.0	NA	NA	18212985.0	18212985.0	18212985.0	18212985.0	19.0	21.0	19.0	21.0	18212985.0	18212985.0	19.0	21.0
ESM5MEBP_P	12047920.0	12047920.0	8537226.0	8537226.0	1029611.0	258691.0	2870828.0	2870828.0	2870828.0	2870828.0	447221.0	105001.0	447221.0	105001.0	2870828.0	2870828.0	447221.0	105001.0
ESM5MEBS	12248380.0	12248380.0	12248380.0	12248380.0	NA	NA	12248267.0	12248267.0	12248267.0	12248267.0	2.0	4.0	2.0	4.0	12248267.0	12248267.0	2.0	4.0
ESM5MEBU	11249816.0	11249816.0	11249816.0	11249816.0	NA	NA	11249759.0	11249759.0	11249749.0	11249749.0	0.0	4.0	10.0	0.0	11249749.0	11249749.0	0.0	0.0
ESM5MEC3	11609779.0	11609779.0	11609779.0	11609779.0	NA	NA	11609738.0	11609738.0	11609738.0	11609738.0	1.0	1.0	1.0	1.0	11609738.0	11609738.0	1.0	1.0
ESM5MEC5	8206591.0	8206591.0	8206591.0	8206591.0	NA	NA	8206577.0	8206577.0	8206577.0	8206577.0	1.0	5.0	1.0	5.0	8206577.0	8206577.0	1.0	5.0
ESM5MEC7_P	24092774.0	24092774.0	18054057.0	18054057.0	1709461.0	736556.0	17943010.0	17943010.0	17943010.0	17943010.0	1698803.0	732059.0	1698803.0	732059.0	17943010.0	17943010.0	1698803.0	732059.0
ESM5MEC9	16002381.0	16002381.0	16002381.0	16002381.0	NA	NA	16001737.0	16001737.0	16001737.0	16001737.0	10.0	20.0	10.0	20.0	16001737.0	16001737.0	10.0	20.0
ESM5MECL	17864574.0	17864574.0	17864574.0	17864574.0	NA	NA	17864217.0	17864217.0	17864217.0	17864217.0	10.0	10.0	10.0	10.0	17864217.0	17864217.0	10.0	10.0
ESM5MECQ	12120247.0	12120247.0	12120247.0	12120247.0	NA	NA	12119935.0	12119935.0	12119935.0	12119935.0	2.0	3.0	2.0	3.0	12119935.0	12119935.0	2.0	3.0
ESM5MED2	17899549.0	17899549.0	17899549.0	17899549.0	NA	NA	17899395.0	17899395.0	17899395.0	17899395.0	25.0	8.0	25.0	8.0	17899395.0	17899395.0	25.0	8.0
ESM5MEDD	20097474.0	20097474.0	20097474.0	20097474.0	NA	NA	20096900.0	20096900.0	20096900.0	20096900.0	12.0	8.0	12.0	8.0	20096900.0	20096900.0	12.0	8.0
ESM5MEDF	9836935.0	9836935.0	9836935.0	9836935.0	NA	NA	9836799.0	9836799.0	9836799.0	9836799.0	4.0	5.0	4.0	5.0	9836799.0	9836799.0	4.0	5.0
ESM5MEDK	15102261.0	15102261.0	15102261.0	15102261.0	NA	NA	15101731.0	15101731.0	15101731.0	15101731.0	15.0	11.0	15.0	11.0	15101731.0	15101731.0	15.0	11.0
ESM5MEDN	4953099.0	4953099.0	4953099.0	4953099.0	NA	NA	4952894.0	4952894.0	4952894.0	4952894.0	3.0	8.0	3.0	8.0	4952894.0	4952894.0	3.0	8.0
ESM5MEDP_P	16108375.0	16108375.0	9267655.0	9267655.0	2760018.0	622153.0	9265531.0	9265531.0	9265531.0	9265531.0	2759416.0	622012.0	2759416.0	622012.0	9265531.0	9265531.0	2759416.0	622012.0
ESM5MEDU	9667529.0	9667529.0	9667529.0	9667529.0	NA	NA	9667385.0	9667385.0	9667385.0	9667385.0	3.0	5.0	3.0	5.0	9667385.0	9667385.0	3.0	5.0
ESM5MEDZ_P	11855575.0	11855575.0	8942549.0	8942549.0	980334.0	247516.0	6332828.0	6332828.0	6332828.0	6332828.0	806152.0	179649.0	806152.0	179649.0	6332828.0	6332828.0	806152.0	179649.0
ESM5MEE2_P	19353081.0	19353081.0	16499074.0	16499074.0	1111580.0	259932.0	16463229.0	16463229.0	16463229.0	16463229.0	1110041.0	259478.0	1110041.0	259478.0	16463229.0	16463229.0	1110041.0	259478.0
ESM5MEE6_P	20127813.0	20127813.0	16149376.0	16149376.0	1605072.0	562754.0	16136714.0	16136714.0	16136714.0	16136714.0	1603949.0	562342.0	1603949.0	562342.0	16136714.0	16136714.0	1603949.0	562342.0
ESM5MEEJ_P	15487760.0	15487760.0	13790137.0	13790137.0	782690.0	139846.0	13781707.0	13781707.0	13781707.0	13781707.0	782254.0	139757.0	782254.0	139757.0	13781707.0	13781707.0	782254.0	139757.0
ESM718SY	15277664.0	15277664.0	15277664.0	15277664.0	NA	NA	15277447.0	15277447.0	15277447.0	15277447.0	5.0	8.0	5.0	8.0	15277447.0	15277447.0	5.0	8.0
ESM718T7	16942043.0	16942043.0	16942043.0	16942043.0	NA	NA	16941691.0	16941691.0	16941691.0	16941691.0	11.0	3.0	11.0	3.0	16941691.0	16941691.0	11.0	3.0
ESM718T9	10642276.0	10642276.0	10642276.0	10642276.0	NA	NA	10642217.0	10642217.0	10642217.0	10642217.0	4.0	1.0	4.0	1.0	10642217.0	10642217.0	4.0	1.0
ESM718TF	12409438.0	12409438.0	12409438.0	12409438.0	NA	NA	12383178.0	12383178.0	12383178.0	12383178.0	534.0	512.0	534.0	512.0	12383178.0	12383178.0	534.0	512.0
ESM718TK	14787576.0	14787576.0	14787576.0	14787576.0	NA	NA	14784908.0	14784908.0	14784908.0	14784908.0	64.0	56.0	64.0	56.0	14784908.0	14784908.0	64.0	56.0
ESM718TM	5434086.0	5434086.0	5434086.0	5434086.0	NA	NA	5434039.0	5434039.0	5434039.0	5434039.0	1.0	1.0	1.0	1.0	5434039.0	5434039.0	1.0	1.0
ESM718U9_P	7063156.0	7063156.0	3906598.0	3906598.0	716722.0	387366.0	1073329.0	1073329.0	1073329.0	1073329.0	216697.0	125288.0	216697.0	125288.0	1073329.0	1073329.0	216697.0	125288.0
ESM718UH	8571966.0	8571966.0	8571966.0	8571966.0	NA	NA	8571911.0	8571911.0	8571897.0	8571897.0	0.0	0.0	14.0	0.0	8571897.0	8571897.0	0.0	0.0
ESM718V4	16075032.0	16075032.0	16075032.0	16075032.0	NA	NA	16071009.0	16071009.0	16071009.0	16071009.0	117.0	87.0	117.0	87.0	16071009.0	16071009.0	117.0	87.0
ESM718V8	16286650.0	16286650.0	16286650.0	16286650.0	NA	NA	16286107.0	16286107.0	16286107.0	16286107.0	8.0	20.0	8.0	20.0	16286107.0	16286107.0	8.0	20.0
ESM7F5AE_P	12084547.0	12084547.0	8920713.0	8920713.0	874664.0	568636.0	7960470.0	7960470.0	7960470.0	7960470.0	791817.0	506613.0	791817.0	506613.0	7960470.0	7960470.0	791817.0	506613.0
ESM7F5AK	13248808.0	13248808.0	13248808.0	13248808.0	NA	NA	13247936.0	13247936.0	13247936.0	13247936.0	16.0	20.0	16.0	20.0	13247936.0	13247936.0	16.0	20.0
ESM7F5AM	18977691.0	18977691.0	18977691.0	18977691.0	NA	NA	18976802.0	18976802.0	18976802.0	18976802.0	19.0	23.0	19.0	23.0	18976802.0	18976802.0	19.0	23.0
ESM7F5C5	10603689.0	10603689.0	10603689.0	10603689.0	NA	NA	10603302.0	10603302.0	10603302.0	10603302.0	4.0	16.0	4.0	16.0	10603302.0	10603302.0	4.0	16.0
ESM7F5C7	12526379.0	12526379.0	12526379.0	12526379.0	NA	NA	12525902.0	12525902.0	12525902.0	12525902.0	19.0	20.0	19.0	20.0	12525902.0	12525902.0	19.0	20.0
ESM7F5CB	13201535.0	13201535.0	13201535.0	13201535.0	NA	NA	13200633.0	13200633.0	13200633.0	13200633.0	15.0	27.0	15.0	27.0	13200633.0	13200633.0	15.0	27.0
ESM7F5CD	14152926.0	14152926.0	14152926.0	14152926.0	NA	NA	14152866.0	14152866.0	14152862.0	14152862.0	2.0	0.0	4.0	0.0	14152862.0	14152862.0	0.0	0.0
ESM7F5CF	17565029.0	17565029.0	17565029.0	17565029.0	NA	NA	17564067.0	17564067.0	17564067.0	17564067.0	18.0	19.0	18.0	19.0	17564067.0	17564067.0	18.0	19.0
ESM9IEP1	7226121.0	7226121.0	7226121.0	7226121.0	NA	NA	7225422.0	7225422.0	7225422.0	7225422.0	19.0	16.0	19.0	16.0	7225422.0	7225422.0	19.0	16.0
HSM5FZBP_P	14739882.0	14739882.0	11560765.0	11560765.0	1336572.0	337636.0	10724087.0	10724087.0	10724087.0	10724087.0	1270775.0	313619.0	1270775.0	313619.0	10724087.0	10724087.0	1270775.0	313619.0
HSM5FZBQ_P	3702614.0	3702614.0	1807257.0	1807257.0	120753.0	1270368.0	540934.0	540934.0	540934.0	540934.0	52209.0	293928.0	52209.0	293928.0	540934.0	540934.0	52209.0	293928.0
HSM5FZBR_P	20358013.0	20358013.0	16467718.0	16467718.0	1704272.0	490591.0	16463538.0	16463538.0	16463538.0	16463538.0	1703527.0	490392.0	1703527.0	490392.0	16463538.0	16463538.0	1703527.0	490392.0
HSM5FZBZ	5938611.0	5938611.0	5938611.0	5938611.0	NA	NA	5890287.0	5890287.0	5890287.0	5890287.0	1082.0	1044.0	1082.0	1044.0	5890287.0	5890287.0	1082.0	1044.0
HSM5FZC2_P	15536670.0	15536670.0	12304060.0	12304060.0	1405817.0	393382.0	11624560.0	11624560.0	11624560.0	11624560.0	1340652.0	371413.0	1340652.0	371413.0	11624560.0	11624560.0	1340652.0	371413.0
HSM5MD3L_P	3718178.0	3718178.0	2890920.0	2890920.0	398169.0	81752.0	2886436.0	2886436.0	2886436.0	2886436.0	397778.0	81629.0	397778.0	81629.0	2886436.0	2886436.0	397778.0	81629.0
HSM5MD3Y	3072946.0	3072946.0	3072946.0	3072946.0	NA	NA	2961011.0	2961011.0	2961011.0	2961011.0	2224.0	2328.0	2224.0	2328.0	2961011.0	2961011.0	2224.0	2328.0
HSM5MD41	14185202.0	14185202.0	14185202.0	14185202.0	NA	NA	14184103.0	14184103.0	14184103.0	14184103.0	35.0	22.0	35.0	22.0	14184103.0	14184103.0	35.0	22.0
HSM5MD43	12500339.0	12500339.0	12500339.0	12500339.0	NA	NA	12488125.0	12488125.0	12488125.0	12488125.0	217.0	225.0	217.0	225.0	12488125.0	12488125.0	217.0	225.0
HSM5MD43_P	16715936.0	16715936.0	13055275.0	13055275.0	961869.0	806313.0	12834379.0	12834379.0	12834379.0	12834379.0	948685.0	790179.0	948685.0	790179.0	12834379.0	12834379.0	948685.0	790179.0
HSM5MD44_P	5923905.0	5923905.0	3503500.0	3503500.0	698329.0	271524.0	625364.0	625364.0	625364.0	625364.0	145187.0	70962.0	145187.0	70962.0	625364.0	625364.0	145187.0	70962.0
HSM5MD47_P	5498646.0	5498646.0	4053997.0	4053997.0	345434.0	62113.0	326694.0	326694.0	326694.0	326694.0	39258.0	18793.0	39258.0	18793.0	326694.0	326694.0	39258.0	18793.0
HSM5MD48	11015024.0	11015024.0	11015024.0	11015024.0	NA	NA	11009203.0	11009203.0	11009203.0	11009203.0	102.0	119.0	102.0	119.0	11009203.0	11009203.0	102.0	119.0
HSM5MD49_P	17666845.0	17666845.0	13432479.0	13432479.0	1402345.0	694135.0	13419667.0	13419667.0	13419667.0	13419667.0	1400994.0	693382.0	1400994.0	693382.0	13419667.0	13419667.0	1400994.0	693382.0
HSM5MD4A_P	12409291.0	12409291.0	10103858.0	10103858.0	1278068.0	212489.0	10094164.0	10094164.0	10094164.0	10094164.0	1277346.0	212257.0	1277346.0	212257.0	10094164.0	10094164.0	1277346.0	212257.0
HSM5MD4B_P	9927567.0	9927567.0	7658022.0	7658022.0	618308.0	786913.0	7590671.0	7590671.0	7590671.0	7590671.0	607404.0	780012.0	607404.0	780012.0	7590671.0	7590671.0	607404.0	780012.0
HSM5MD4N	14423958.0	14423958.0	14423958.0	14423958.0	NA	NA	14417081.0	14417081.0	14417081.0	14417081.0	164.0	165.0	164.0	165.0	14417081.0	14417081.0	164.0	165.0
HSM5MD4O	13777836.0	13777836.0	13777836.0	13777836.0	NA	NA	13748618.0	13748618.0	13748618.0	13748618.0	607.0	686.0	607.0	686.0	13748618.0	13748618.0	607.0	686.0
HSM5MD4P_P	15664391.0	15664391.0	12507267.0	12507267.0	1248016.0	358668.0	12138957.0	12138957.0	12138957.0	12138957.0	1221737.0	348427.0	1221737.0	348427.0	12138957.0	12138957.0	1221737.0	348427.0
HSM5MD4U_P	9367072.0	9367072.0	7343645.0	7343645.0	978412.0	232625.0	7341543.0	7341543.0	7341543.0	7341543.0	978082.0	232538.0	978082.0	232538.0	7341543.0	7341543.0	978082.0	232538.0
HSM5MD4W_P	15820740.0	15820740.0	12448751.0	12448751.0	1351990.0	612743.0	12446320.0	12446320.0	12446320.0	12446320.0	1351784.0	612603.0	1351784.0	612603.0	12446320.0	12446320.0	1351784.0	612603.0
HSM5MD4Y	7291639.0	7291639.0	7291639.0	7291639.0	NA	NA	7291528.0	7291528.0	7291528.0	7291528.0	10.0	16.0	10.0	16.0	7291528.0	7291528.0	10.0	16.0
HSM5MD53	8953109.0	8953109.0	8953109.0	8953109.0	NA	NA	8952813.0	8952813.0	8952813.0	8952813.0	53.0	46.0	53.0	46.0	8952813.0	8952813.0	53.0	46.0
HSM5MD57_P	10824193.0	10824193.0	8448792.0	8448792.0	1171795.0	210922.0	8442999.0	8442999.0	8442999.0	8442999.0	1171051.0	210759.0	1171051.0	210759.0	8442999.0	8442999.0	1171051.0	210759.0
HSM5MD59_P	18633451.0	18633451.0	14898537.0	14898537.0	1653292.0	338268.0	14884858.0	14884858.0	14884858.0	14884858.0	1652300.0	337901.0	1652300.0	337901.0	14884858.0	14884858.0	1652300.0	337901.0
HSM5MD5B	15746753.0	15746753.0	15746753.0	15746753.0	NA	NA	15746464.0	15746464.0	15746464.0	15746464.0	9.0	12.0	9.0	12.0	15746464.0	15746464.0	9.0	12.0
HSM5MD5B_P	16548850.0	16548850.0	12568343.0	12568343.0	1524884.0	504145.0	12567074.0	12567074.0	12567074.0	12567074.0	1524480.0	504103.0	1524480.0	504103.0	12567074.0	12567074.0	1524480.0	504103.0
HSM5MD5D	10734147.0	10734147.0	10734147.0	10734147.0	NA	NA	10734044.0	10734044.0	10734044.0	10734044.0	4.0	6.0	4.0	6.0	10734044.0	10734044.0	4.0	6.0
HSM5MD5D_P	15156053.0	15156053.0	12113258.0	12113258.0	847186.0	786576.0	12111374.0	12111374.0	12111374.0	12111374.0	846748.0	786480.0	846748.0	786480.0	12111374.0	12111374.0	846748.0	786480.0
HSM5MD5F_P	12640225.0	12640225.0	8668164.0	8668164.0	1150097.0	935641.0	8664262.0	8664262.0	8664262.0	8664262.0	1149243.0	935294.0	1149243.0	935294.0	8664262.0	8664262.0	1149243.0	935294.0
HSM5MD5H_P	7882784.0	7882784.0	6179486.0	6179486.0	383129.0	84830.0	3079158.0	3079158.0	3079158.0	3079158.0	180615.0	51404.0	180615.0	51404.0	3079158.0	3079158.0	180615.0	51404.0
